format=1 tracks=13 division=96

BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  2   CH 16   Text type 3: "Channel #1"
BA    1   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    1   CR         3   TR  7   CH  6   NT  G-          43/96   voff=0
BA    1   CR         3   TR  8   CH  7   NT  D-          43/96   voff=0
BA    1   CR         3   TR  9   CH  9   NT  G---        43/96   voff=0
BA    1   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA    1   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA    1   CR     3+1/2   TR  5   CH  4   NT  A         1+91/96   von=100   voff=0
BA    1   CR     3+1/2   TR  6   CH  5   NT  C         1+91/96   von=100   voff=0
BA    1   CR     3+1/2   TR  7   CH  6   NT  A-         6+7/24   voff=0
BA    1   CR     3+1/2   TR  8   CH  7   NT  E-         6+7/24   voff=0
BA    1   CR     3+1/2   TR  9   CH  9   NT  A---       6+7/24   voff=0
BA    1   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    1   CR     3+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0

BA    2   CR     1+1/2   TR  5   CH  4   NT  G         1+43/96   voff=0
BA    2   CR     1+1/2   TR  6   CH  5   NT  B-        1+43/96   voff=0
BA    2   CR         3   TR  5   CH  4   NT  E           91/96   voff=0
BA    2   CR         3   TR  6   CH  5   NT  A-          91/96   voff=0
BA    2   CR         3   TR 10   CH 10   NT  F#--         1/48   voff=0

BA    3   CR         0   TR  5   CH  4   NT  C'        1+43/96   voff=0
BA    3   CR         0   TR  6   CH  5   NT  E         1+43/96   voff=0
BA    3   CR         1   TR 10   CH 10   NT  F#--         1/48   voff=0
BA    3   CR     1+1/2   TR  5   CH  4   NT  A         1+43/96   voff=0
BA    3   CR     1+1/2   TR  6   CH  5   NT  C         1+43/96   voff=0
BA    3   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA    3   CR         2   TR  8   CH  7   NT  E-          43/96   voff=0
BA    3   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA    3   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    3   CR     2+1/8   TR 10   CH 10   NT  D--          1/48   voff=0
BA    3   CR     2+1/2   TR  7   CH  6   NT  G-          43/96   voff=0
BA    3   CR     2+1/2   TR  8   CH  7   NT  D-          43/96   voff=0
BA    3   CR     2+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA    3   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    3   CR     3+1/2   TR  1   CH 16   Tempo 167
BA    3   CR     3+1/2   TR  1   CH 16   End of track
BA    3   CR     3+1/2   TR  2   CH  1   ST &B0 &0A &40
BA    3   CR     3+1/2   TR  2   CH  1   Channel volume 100
BA    3   CR     3+1/2   TR  2   CH  1   ST &E0 &00 &40
BA    3   CR     3+1/2   TR  2   CH  1   Instrument 63
BA    3   CR     3+1/2   TR  2   CH  1   ST &B0 &5B &3F
BA    3   CR     3+1/2   TR  3   CH  2   ST &B1 &0A &40
BA    3   CR     3+1/2   TR  3   CH  2   Channel volume 100
BA    3   CR     3+1/2   TR  3   CH  2   ST &E1 &00 &40
BA    3   CR     3+1/2   TR  3   CH  2   Instrument 63
BA    3   CR     3+1/2   TR  3   CH  2   ST &B1 &5B &3F
BA    3   CR     3+1/2   TR  4   CH  3   ST &B2 &0A &40
BA    3   CR     3+1/2   TR  4   CH  3   Channel volume 100
BA    3   CR     3+1/2   TR  4   CH  3   ST &E2 &00 &40
BA    3   CR     3+1/2   TR  4   CH  3   Instrument 56
BA    3   CR     3+1/2   TR  4   CH  3   ST &B2 &5B &3F
BA    3   CR     3+1/2   TR  5   CH  4   ST &B3 &0A &40
BA    3   CR     3+1/2   TR  5   CH  4   Channel volume 100
BA    3   CR     3+1/2   TR  5   CH  4   ST &E3 &00 &40
BA    3   CR     3+1/2   TR  5   CH  4   Instrument 30
BA    3   CR     3+1/2   TR  5   CH  4   ST &B3 &5B &3F
BA    3   CR     3+1/2   TR  5   CH  4   NT  A         1+91/96   voff=0
BA    3   CR     3+1/2   TR  6   CH  5   ST &B4 &0A &40
BA    3   CR     3+1/2   TR  6   CH  5   Channel volume 100
BA    3   CR     3+1/2   TR  6   CH  5   ST &E4 &00 &40
BA    3   CR     3+1/2   TR  6   CH  5   Instrument 30
BA    3   CR     3+1/2   TR  6   CH  5   ST &B4 &5B &3F
BA    3   CR     3+1/2   TR  6   CH  5   NT  C         1+91/96   voff=0
BA    3   CR     3+1/2   TR  7   CH  6   ST &B5 &0A &40
BA    3   CR     3+1/2   TR  7   CH  6   Channel volume 100
BA    3   CR     3+1/2   TR  7   CH  6   ST &E5 &00 &40
BA    3   CR     3+1/2   TR  7   CH  6   Instrument 31
BA    3   CR     3+1/2   TR  7   CH  6   ST &B5 &5B &3F
BA    3   CR     3+1/2   TR  7   CH  6   NT  F-         6+7/24   voff=0
BA    3   CR     3+1/2   TR  8   CH  7   ST &B6 &0A &40
BA    3   CR     3+1/2   TR  8   CH  7   Channel volume 100
BA    3   CR     3+1/2   TR  8   CH  7   ST &E6 &00 &40
BA    3   CR     3+1/2   TR  8   CH  7   Instrument 31
BA    3   CR     3+1/2   TR  8   CH  7   ST &B6 &5B &3F
BA    3   CR     3+1/2   TR  8   CH  7   NT  C-         6+7/24   voff=0
BA    3   CR     3+1/2   TR  9   CH  9   ST &B8 &0A &40
BA    3   CR     3+1/2   TR  9   CH  9   Channel volume 100
BA    3   CR     3+1/2   TR  9   CH  9   ST &E8 &00 &40
BA    3   CR     3+1/2   TR  9   CH  9   Instrument 34
BA    3   CR     3+1/2   TR  9   CH  9   ST &B8 &5B &3F
BA    3   CR     3+1/2   TR  9   CH  9   NT  F---       6+7/24   voff=0
BA    3   CR     3+1/2   TR 10   CH 10   ST &B9 &0A &40
BA    3   CR     3+1/2   TR 10   CH 10   Channel volume 100
BA    3   CR     3+1/2   TR 10   CH 10   ST &E9 &00 &40
BA    3   CR     3+1/2   TR 10   CH 10   Instrument 1
BA    3   CR     3+1/2   TR 10   CH 10   ST &B9 &5B &3F
BA    3   CR     3+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA    3   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    3   CR     3+1/2   TR 11   CH 11   ST &BA &0A &40
BA    3   CR     3+1/2   TR 11   CH 11   Channel volume 100
BA    3   CR     3+1/2   TR 11   CH 11   ST &EA &00 &40
BA    3   CR     3+1/2   TR 11   CH 11   Instrument 74
BA    3   CR     3+1/2   TR 11   CH 11   ST &BA &5B &3F
BA    3   CR     3+1/2   TR 12   CH 12   ST &BB &0A &40
BA    3   CR     3+1/2   TR 12   CH 12   Channel volume 100
BA    3   CR     3+1/2   TR 12   CH 12   ST &EB &00 &40
BA    3   CR     3+1/2   TR 12   CH 12   Instrument 49
BA    3   CR     3+1/2   TR 12   CH 12   ST &BB &5B &3F

BA    4   CR     1+1/2   TR  5   CH  4   NT  G         1+43/96   voff=0
BA    4   CR     1+1/2   TR  6   CH  5   NT  B-        1+43/96   voff=0
BA    4   CR         3   TR  5   CH  4   NT  E           91/96   voff=0
BA    4   CR         3   TR  6   CH  5   NT  A-          91/96   voff=0

BA    5   CR         0   TR  5   CH  4   NT  C'        1+43/96   voff=0
BA    5   CR         0   TR  6   CH  5   NT  E         1+43/96   voff=0
BA    5   CR     1+1/2   TR  5   CH  4   NT  A         1+43/96   voff=0
BA    5   CR     1+1/2   TR  6   CH  5   NT  C         1+43/96   voff=0
BA    5   CR         2   TR  7   CH  6   NT  F-          43/96   voff=0
BA    5   CR         2   TR  8   CH  7   NT  C-          43/96   voff=0
BA    5   CR         2   TR  9   CH  9   NT  F---        43/96   voff=0
BA    5   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    5   CR     2+1/8   TR 10   CH 10   NT  D--          1/48   voff=0
BA    5   CR     2+1/2   TR  7   CH  6   NT  E-          43/96   voff=0
BA    5   CR     2+1/2   TR  8   CH  7   NT  B--         43/96   voff=0
BA    5   CR     2+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA    5   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    5   CR     3+1/2   TR  5   CH  4   NT  A         1+91/96   voff=0
BA    5   CR     3+1/2   TR  6   CH  5   NT  C         1+91/96   voff=0
BA    5   CR     3+1/2   TR  7   CH  6   NT  D-         4+3/32   voff=0
BA    5   CR     3+1/2   TR  8   CH  7   NT  A--        4+3/32   voff=0
BA    5   CR     3+1/2   TR  9   CH  9   NT  D---       4+3/32   voff=0
BA    5   CR     3+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA    5   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0

BA    6   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    6   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    6   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA    6   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA    6   CR     1+1/2   TR  5   CH  4   NT  B         1+43/96   voff=0
BA    6   CR     1+1/2   TR  6   CH  5   NT  D         1+43/96   voff=0
BA    6   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    6   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    6   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    6   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    6   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    6   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA    6   CR         3   TR  5   CH  4   NT  C'          43/48   voff=0
BA    6   CR         3   TR  6   CH  5   NT  E           43/48   voff=0
BA    6   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA    6   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    6   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA    7   CR         0   TR  5   CH  4   NT  Eb'       1+11/32   voff=0
BA    7   CR         0   TR  6   CH  5   NT  F#        1+11/32   voff=0
BA    7   CR         0   TR  7   CH  6   NT  Eb-       1+91/96   voff=0
BA    7   CR         0   TR  8   CH  7   NT  Bb--      1+91/96   voff=0
BA    7   CR         0   TR  9   CH  9   NT  Eb---     3+19/32   voff=0
BA    7   CR         0   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    7   CR         0   TR 10   CH 10   NT  D--          1/48   voff=0
BA    7   CR       1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    7   CR       3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA    7   CR         1   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    7   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA    7   CR     1+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    7   CR     1+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA    7   CR         2   TR  5   CH  4   NT  F#'       1+91/96   voff=0
BA    7   CR         2   TR  6   CH  5   NT  A         1+91/96   voff=0
BA    7   CR         2   TR  7   CH  6   NT  F#-       1+91/96   voff=0
BA    7   CR         2   TR  8   CH  7   NT  C#-       1+91/96   voff=0
BA    7   CR         2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    7   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    7   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    7   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA    7   CR         3   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA    7   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0

BA    8   CR         0   TR  5   CH  4   NT  E'        7+19/32   voff=0
BA    8   CR         0   TR  6   CH  5   NT  G#        7+19/32   voff=0
BA    8   CR         0   TR  7   CH  6   NT  B--         43/96   voff=0
BA    8   CR         0   TR  7   CH  6   NT  E-          43/96   voff=0
BA    8   CR         0   TR  9   CH  9   NT  E---      7+19/32   voff=0
BA    8   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA    8   CR         0   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR       1/2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR       3/4   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR       3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR         1   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA    8   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR     1+1/2   TR  7   CH  6   NT  B--         43/96   voff=0
BA    8   CR     1+1/2   TR  7   CH  6   NT  E-          43/96   voff=0
BA    8   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR         2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    8   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR     2+1/4   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR     2+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR     2+1/2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR         3   TR  7   CH  6   NT  B--         43/96   voff=0
BA    8   CR         3   TR  7   CH  6   NT  E-          43/96   voff=0
BA    8   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA    8   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR     3+1/2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    8   CR     3+3/4   TR  7   CH  6   NT  E--          7/32   voff=0
BA    8   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA    9   CR         0   TR  7   CH  6   NT  B--         43/96   voff=0
BA    9   CR         0   TR  7   CH  6   NT  E-          43/96   voff=0
BA    9   CR         0   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA    9   CR       1/2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR       3/4   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR       3/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         1   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR         1   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA    9   CR     1+1/2   TR  7   CH  6   NT  B--         43/96   voff=0
BA    9   CR     1+1/2   TR  7   CH  6   NT  E-          43/96   voff=0
BA    9   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR         2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA    9   CR     2+1/4   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR     2+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR     2+1/2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         3   TR  7   CH  6   NT  B--         43/96   voff=0
BA    9   CR         3   TR  7   CH  6   NT  E-          43/96   voff=0
BA    9   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR         3   TR 10   CH 10   NT  C--          1/48   voff=0
BA    9   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR     3+1/2   TR  7   CH  6   NT  E--          7/32   voff=0
BA    9   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA    9   CR     3+3/4   TR  7   CH  6   NT  E--          7/32   voff=0

BA   10   CR         0   TR  5   CH  4   NT  G#'          7/32   voff=0
BA   10   CR         0   TR  6   CH  5   Instrument 32
BA   10   CR         0   TR  6   CH  5   NT  G#           7/32   von=120   voff=0
BA   10   CR         0   TR  7   CH  6   NT  E--       3+19/32   voff=0
BA   10   CR         0   TR  8   CH  7   NT  B---      3+19/32   voff=0
BA   10   CR         0   TR  9   CH  9   NT  E---      3+19/32   voff=0
BA   10   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR         0   TR 10   CH 10   NT  B--          1/48   voff=0
BA   10   CR       1/4   TR  5   CH  4   NT  E'           7/32   voff=0
BA   10   CR       1/4   TR  6   CH  5   NT  E            7/32   voff=0
BA   10   CR       1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR       1/2   TR  5   CH  4   NT  G#'          7/32   voff=0
BA   10   CR       1/2   TR  6   CH  5   NT  G#           7/32   voff=0
BA   10   CR       1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR       3/4   TR  5   CH  4   NT  E'           7/32   voff=0
BA   10   CR       3/4   TR  6   CH  5   NT  E            7/32   voff=0
BA   10   CR       3/4   TR 10   CH 10   NT  A--          1/48   voff=0
BA   10   CR       3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR         1   TR  5   CH  4   NT  G'           7/32   voff=0
BA   10   CR         1   TR  6   CH  5   NT  G            7/32   voff=0
BA   10   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR     1+1/4   TR  5   CH  4   NT  Eb'          7/32   voff=0
BA   10   CR     1+1/4   TR  6   CH  5   NT  Eb           7/32   voff=0
BA   10   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR     1+1/2   TR  5   CH  4   NT  G'           7/32   voff=0
BA   10   CR     1+1/2   TR  6   CH  5   NT  G            7/32   voff=0
BA   10   CR     1+1/2   TR 10   CH 10   NT  G--          1/48   voff=0
BA   10   CR     1+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR     1+3/4   TR  5   CH  4   NT  Eb'          7/32   voff=0
BA   10   CR     1+3/4   TR  6   CH  5   NT  Eb           7/32   voff=0
BA   10   CR     1+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR         2   TR  5   CH  4   NT  F#'          7/32   voff=0
BA   10   CR         2   TR  6   CH  5   NT  F#           7/32   voff=0
BA   10   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR     2+1/4   TR  5   CH  4   NT  D'           7/32   voff=0
BA   10   CR     2+1/4   TR  6   CH  5   NT  D            7/32   voff=0
BA   10   CR     2+1/4   TR 10   CH 10   NT  F--          1/48   voff=0
BA   10   CR     2+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR     2+1/2   TR  5   CH  4   NT  F#'          7/32   voff=0
BA   10   CR     2+1/2   TR  6   CH  5   NT  F#           7/32   voff=0
BA   10   CR     2+1/2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR     2+3/4   TR  5   CH  4   NT  D'           7/32   voff=0
BA   10   CR     2+3/4   TR  6   CH  5   NT  D            7/32   voff=0
BA   10   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   10   CR         3   TR  5   CH  4   NT  F'           7/32   voff=0
BA   10   CR         3   TR  6   CH  5   NT  F            7/32   voff=0
BA   10   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   10   CR     3+1/4   TR  5   CH  4   NT  C#'          7/32   voff=0
BA   10   CR     3+1/4   TR  6   CH  5   NT  C#           7/32   voff=0
BA   10   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   10   CR     3+1/2   TR  5   CH  4   NT  F'           7/32   voff=0
BA   10   CR     3+1/2   TR  6   CH  5   NT  F            7/32   voff=0
BA   10   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   10   CR     3+3/4   TR  5   CH  4   NT  C#'          7/32   voff=0
BA   10   CR     3+3/4   TR  6   CH  5   NT  C#           7/32   voff=0
BA   10   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA   11   CR         0   TR  5   CH  4   NT  E'           7/32   voff=0
BA   11   CR         0   TR  6   CH  5   NT  E            7/32   voff=0
BA   11   CR         0   TR  7   CH  6   NT  E-        3+43/96   voff=0
BA   11   CR         0   TR  8   CH  7   NT  B--       3+43/96   voff=0
BA   11   CR         0   TR  9   CH  9   NT  E-          43/48   voff=0
BA   11   CR         0   TR 10   CH 10   NT  D--          1/48   voff=0
BA   11   CR         0   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   11   CR       1/4   TR  5   CH  4   NT  C'           7/32   voff=0
BA   11   CR       1/4   TR  6   CH  5   NT  C            7/32   voff=0
BA   11   CR       1/2   TR  5   CH  4   NT  E'           7/32   voff=0
BA   11   CR       1/2   TR  6   CH  5   NT  E            7/32   voff=0
BA   11   CR       3/4   TR  5   CH  4   NT  C'           7/32   voff=0
BA   11   CR       3/4   TR  6   CH  5   NT  C            7/32   voff=0
BA   11   CR         1   TR  5   CH  4   NT  Eb'          7/32   voff=0
BA   11   CR         1   TR  6   CH  5   NT  Eb           7/32   voff=0
BA   11   CR         1   TR  9   CH  9   NT  D-          43/48   voff=0
BA   11   CR         1   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   11   CR     1+1/4   TR  5   CH  4   NT  B            7/32   voff=0
BA   11   CR     1+1/4   TR  6   CH  5   NT  B-           7/32   voff=0
BA   11   CR     1+1/2   TR  5   CH  4   NT  Eb'          7/32   voff=0
BA   11   CR     1+1/2   TR  6   CH  5   NT  Eb           7/32   voff=0
BA   11   CR     1+3/4   TR  5   CH  4   NT  B            7/32   voff=0
BA   11   CR     1+3/4   TR  6   CH  5   NT  B-           7/32   voff=0
BA   11   CR         2   TR  6   CH  5   NT  E         1+11/32   voff=0
BA   11   CR         2   TR  9   CH  9   NT  B--         43/48   voff=0
BA   11   CR         2   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   11   CR         3   TR  9   CH  9   NT  A--         43/96   voff=0
BA   11   CR         3   TR 10   CH 10   NT  F#--         1/48   voff=0
BA   11   CR     3+1/2   TR  7   CH  6   NT  A--         91/96   voff=0
BA   11   CR     3+1/2   TR  9   CH  9   NT  A---        91/96   voff=0
BA   11   CR     3+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   11   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0

BA   12   CR         0   TR  6   CH  5   Instrument 30
BA   12   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   12   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   12   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   12   CR         1   TR  2   CH  1   NT  E           43/48   von=125   voff=0
BA   12   CR         1   TR  7   CH  6   NT  E-          43/96   voff=0
BA   12   CR         1   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   12   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   12   CR     1+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   12   CR     1+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   12   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   12   CR         2   TR  2   CH  1   NT  A           43/48   voff=0
BA   12   CR         2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   12   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   12   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   12   CR     2+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   12   CR     2+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   12   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   12   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   12   CR         3   TR  2   CH  1   NT  B           43/48   voff=0
BA   12   CR         3   TR  7   CH  6   NT  A--         43/96   voff=0
BA   12   CR         3   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   12   CR     3+1/2   TR  7   CH  6   NT  A--         91/96   voff=0
BA   12   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   12   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   12   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   13   CR         0   TR  2   CH  1   NT  C'          43/48   voff=0
BA   13   CR         0   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   13   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   13   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   13   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   13   CR         1   TR  2   CH  1   NT  B           43/48   voff=0
BA   13   CR         1   TR  7   CH  6   NT  E-          43/96   voff=0
BA   13   CR         1   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   13   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   13   CR     1+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   13   CR     1+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   13   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   13   CR         2   TR  2   CH  1   NT  G           43/48   voff=0
BA   13   CR         2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   13   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   13   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   13   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   13   CR     2+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   13   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   13   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   13   CR         3   TR  2   CH  1   NT  E           43/48   voff=0
BA   13   CR         3   TR  7   CH  6   NT  G--         43/96   voff=0
BA   13   CR         3   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   13   CR     3+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
