format=1 tracks=10 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 192
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Solar Striker - "Canyon Slide""
BA   36   CR         0   TR  9   CH 10   NT  E-          95/96   voff=99
BA   36   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR         0   TR  9   CH 10   NT  G#'         95/96   voff=99
BA   36   CR       1/2   TR  6   CH  7   NT  B---        47/96   voff=99
BA   36   CR       1/2   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   36   CR       1/2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   36   CR       1/2   TR  8   CH  9   NT  B--         47/96   voff=99
BA   36   CR         1   TR  6   CH  7   NT  A---        47/96   voff=99
BA   36   CR         1   TR  7   CH  8   NT  E--         47/96   voff=99
BA   36   CR         1   TR  7   CH  8   NT  A--         47/96   voff=99
BA   36   CR         1   TR  8   CH  9   NT  A--         47/96   voff=99
BA   36   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   36   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   36   CR     1+1/2   TR  6   CH  7   NT  B---      2+47/96   voff=99
BA   36   CR     1+1/2   TR  7   CH  8   NT  B--       2+47/96   voff=99
BA   36   CR     1+1/2   TR  7   CH  8   NT  F#--      2+47/96   voff=99
BA   36   CR     1+1/2   TR  8   CH  9   NT  B--       2+47/96   voff=99
BA   36   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   36   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   36   CR         2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   36   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   36   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   36   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   36   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   36   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   36   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   36   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR     3+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   36   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   36   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99

BA   37   CR         0   TR  6   CH  7   NT  D--         47/96   voff=99
BA   37   CR         0   TR  7   CH  8   NT  D-          47/96   voff=99
BA   37   CR         0   TR  7   CH  8   NT  A--         47/96   voff=99
BA   37   CR         0   TR  8   CH  9   NT  D-          47/96   voff=99
BA   37   CR         0   TR  9   CH 10   NT  C--         47/96   voff=99
BA   37   CR       1/2   TR  6   CH  7   NT  D--       1+47/96   voff=99
BA   37   CR       1/2   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   37   CR       1/2   TR  7   CH  8   NT  D-        1+47/96   voff=99
BA   37   CR       1/2   TR  8   CH  9   NT  D-        1+47/96   voff=99
BA   37   CR       1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   37   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   37   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   37   CR         2   TR  6   CH  7   NT  E--         47/96   voff=99
BA   37   CR         2   TR  7   CH  8   NT  E-          47/96   voff=99
BA   37   CR         2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   37   CR         2   TR  8   CH  9   NT  E-          47/96   voff=99
BA   37   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   37   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   37   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   37   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   37   CR     2+1/2   TR  6   CH  7   NT  E--       1+47/96   voff=99
BA   37   CR     2+1/2   TR  7   CH  8   NT  B--       1+47/96   voff=99
BA   37   CR     2+1/2   TR  7   CH  8   NT  E-        1+47/96   voff=99
BA   37   CR     2+1/2   TR  8   CH  9   NT  E-        1+47/96   voff=99
BA   37   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   37   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   37   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   37   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   37   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99

BA   38   CR         0   TR  6   CH  7   NT  B---        47/96   voff=99
BA   38   CR         0   TR  7   CH  8   NT  B--         47/96   voff=99
BA   38   CR         0   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   38   CR         0   TR  8   CH  9   NT  B--         47/96   voff=99
BA   38   CR         0   TR  9   CH 10   NT  G#'         95/96   voff=99
BA   38   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR         0   TR  9   CH 10   NT  C--         95/96   voff=99
BA   38   CR       1/2   TR  6   CH  7   NT  B---        47/96   voff=99
BA   38   CR       1/2   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   38   CR       1/2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   38   CR       1/2   TR  8   CH  9   NT  B--         47/96   voff=99
BA   38   CR       1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR         1   TR  6   CH  7   NT  A---        47/96   voff=99
BA   38   CR         1   TR  7   CH  8   NT  A--         47/96   voff=99
BA   38   CR         1   TR  7   CH  8   NT  E--         47/96   voff=99
BA   38   CR         1   TR  8   CH  9   NT  A--         47/96   voff=99
BA   38   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   38   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   38   CR     1+1/2   TR  6   CH  7   NT  B---      2+47/96   voff=99
BA   38   CR     1+1/2   TR  7   CH  8   NT  F#--      2+47/96   voff=99
BA   38   CR     1+1/2   TR  7   CH  8   NT  B--       2+47/96   voff=99
BA   38   CR     1+1/2   TR  8   CH  9   NT  B--       2+47/96   voff=99
BA   38   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   38   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   38   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR         2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   38   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   38   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   38   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   38   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   38   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   38   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   38   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   38   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   38   CR     3+1/2   TR  9   CH 10   NT  C--         47/96   voff=99

BA   39   CR         0   TR  6   CH  7   NT  D--         47/96   voff=99
BA   39   CR         0   TR  7   CH  8   NT  D-          47/96   voff=99
BA   39   CR         0   TR  7   CH  8   NT  A--         47/96   voff=99
BA   39   CR         0   TR  8   CH  9   NT  D-          47/96   voff=99
BA   39   CR         0   TR  9   CH 10   NT  C--         47/96   voff=99
BA   39   CR       1/2   TR  6   CH  7   NT  D--       1+47/96   voff=99
BA   39   CR       1/2   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   39   CR       1/2   TR  7   CH  8   NT  D-        1+47/96   voff=99
BA   39   CR       1/2   TR  8   CH  9   NT  D-        1+47/96   voff=99
BA   39   CR       1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   39   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   39   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   39   CR         2   TR  6   CH  7   NT  A---        47/96   voff=99
BA   39   CR         2   TR  7   CH  8   NT  A--         47/96   voff=99
BA   39   CR         2   TR  7   CH  8   NT  E--         47/96   voff=99
BA   39   CR         2   TR  8   CH  9   NT  A--         47/96   voff=99
BA   39   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   39   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   39   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   39   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   39   CR     2+1/2   TR  6   CH  7   NT  A---      1+47/96   voff=99
BA   39   CR     2+1/2   TR  7   CH  8   NT  E--       1+47/96   voff=99
BA   39   CR     2+1/2   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   39   CR     2+1/2   TR  8   CH  9   NT  A--       1+47/96   voff=99
BA   39   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   39   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   39   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   39   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   39   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=99

BA   40   CR         0   TR  6   CH  7   NT  B---        47/96   voff=99
BA   40   CR         0   TR  7   CH  8   NT  B--         47/96   voff=99
BA   40   CR         0   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   40   CR         0   TR  8   CH  9   NT  B--         47/96   voff=99
BA   40   CR         0   TR  9   CH 10   NT  G#'         95/96   voff=99
BA   40   CR         0   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   40   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR         0   TR  9   CH 10   NT  C--         95/96   voff=99
BA   40   CR       1/2   TR  6   CH  7   NT  B---        47/96   voff=99
BA   40   CR       1/2   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   40   CR       1/2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   40   CR       1/2   TR  8   CH  9   NT  B--         47/96   voff=99
BA   40   CR         1   TR  6   CH  7   NT  A---        47/96   voff=99
BA   40   CR         1   TR  7   CH  8   NT  A--         47/96   voff=99
BA   40   CR         1   TR  7   CH  8   NT  E--         47/96   voff=99
BA   40   CR         1   TR  8   CH  9   NT  A--         47/96   voff=99
BA   40   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   40   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   40   CR     1+1/2   TR  6   CH  7   NT  B---      2+47/96   voff=99
BA   40   CR     1+1/2   TR  7   CH  8   NT  F#--      2+47/96   voff=99
BA   40   CR     1+1/2   TR  7   CH  8   NT  B--       2+47/96   voff=99
BA   40   CR     1+1/2   TR  8   CH  9   NT  B--       2+47/96   voff=99
BA   40   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   40   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   40   CR         2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   40   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   40   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   40   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   40   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   40   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   40   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   40   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   40   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   40   CR     3+1/2   TR  9   CH 10   NT  C--         47/96   voff=99

BA   41   CR         0   TR  6   CH  7   NT  D--         47/96   voff=99
BA   41   CR         0   TR  7   CH  8   NT  D-          47/96   voff=99
BA   41   CR         0   TR  7   CH  8   NT  A--         47/96   voff=99
BA   41   CR         0   TR  8   CH  9   NT  D-          47/96   voff=99
BA   41   CR         0   TR  9   CH 10   NT  C--         47/96   voff=99
BA   41   CR       1/2   TR  6   CH  7   NT  D--       1+47/96   voff=99
BA   41   CR       1/2   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   41   CR       1/2   TR  7   CH  8   NT  D-        1+47/96   voff=99
BA   41   CR       1/2   TR  8   CH  9   NT  D-        1+47/96   voff=99
BA   41   CR       1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   41   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   41   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   41   CR         2   TR  6   CH  7   NT  E--         47/96   voff=99
BA   41   CR         2   TR  7   CH  8   NT  E-          47/96   voff=99
BA   41   CR         2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   41   CR         2   TR  8   CH  9   NT  E-          47/96   voff=99
BA   41   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   41   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   41   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   41   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   41   CR     2+1/2   TR  6   CH  7   NT  E--       1+47/96   voff=99
BA   41   CR     2+1/2   TR  7   CH  8   NT  B--       1+47/96   voff=99
BA   41   CR     2+1/2   TR  7   CH  8   NT  E-        1+47/96   voff=99
BA   41   CR     2+1/2   TR  8   CH  9   NT  E-        1+47/96   voff=99
BA   41   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   41   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   41   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   41   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   41   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99

BA   42   CR         0   TR  6   CH  7   NT  B---        47/96   voff=99
BA   42   CR         0   TR  7   CH  8   NT  B--         47/96   voff=99
BA   42   CR         0   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   42   CR         0   TR  8   CH  9   NT  B--         47/96   voff=99
BA   42   CR         0   TR  9   CH 10   NT  G#'         95/96   voff=99
BA   42   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR         0   TR  9   CH 10   NT  C--         95/96   voff=99
BA   42   CR       1/2   TR  6   CH  7   NT  B---        47/96   voff=99
BA   42   CR       1/2   TR  7   CH  8   NT  F#--        47/96   voff=99
BA   42   CR       1/2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   42   CR       1/2   TR  8   CH  9   NT  B--         47/96   voff=99
BA   42   CR         1   TR  6   CH  7   NT  A---        47/96   voff=99
BA   42   CR         1   TR  7   CH  8   NT  A--         47/96   voff=99
BA   42   CR         1   TR  7   CH  8   NT  E--         47/96   voff=99
BA   42   CR         1   TR  8   CH  9   NT  A--         47/96   voff=99
BA   42   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   42   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   42   CR     1+1/2   TR  6   CH  7   NT  B---      2+47/96   voff=99
BA   42   CR     1+1/2   TR  7   CH  8   NT  F#--      2+47/96   voff=99
BA   42   CR     1+1/2   TR  7   CH  8   NT  B--       2+47/96   voff=99
BA   42   CR     1+1/2   TR  8   CH  9   NT  B--       2+47/96   voff=99
BA   42   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   42   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   42   CR         2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   42   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   42   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   42   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   42   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   42   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   42   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   42   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   42   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   42   CR     3+1/2   TR  9   CH 10   NT  C--         47/96   voff=99

BA   43   CR         0   TR  6   CH  7   NT  D--         47/96   voff=99
BA   43   CR         0   TR  7   CH  8   NT  D-          47/96   voff=99
BA   43   CR         0   TR  7   CH  8   NT  A--         47/96   voff=99
BA   43   CR         0   TR  8   CH  9   NT  D-          47/96   voff=99
BA   43   CR         0   TR  9   CH 10   NT  C--         47/96   voff=99
BA   43   CR       1/2   TR  6   CH  7   NT  D--       1+47/96   voff=99
BA   43   CR       1/2   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   43   CR       1/2   TR  7   CH  8   NT  D-        1+47/96   voff=99
BA   43   CR       1/2   TR  8   CH  9   NT  D-        1+47/96   voff=99
BA   43   CR       1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   43   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   43   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   43   CR         2   TR  6   CH  7   NT  A---        47/96   voff=99
BA   43   CR         2   TR  7   CH  8   NT  A--         47/96   voff=99
BA   43   CR         2   TR  7   CH  8   NT  E--         47/96   voff=99
BA   43   CR         2   TR  8   CH  9   NT  A--         47/96   voff=99
BA   43   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   43   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   43   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   43   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   43   CR     2+1/2   TR  6   CH  7   NT  A---      1+47/96   voff=99
BA   43   CR     2+1/2   TR  7   CH  8   NT  E--       1+47/96   voff=99
BA   43   CR     2+1/2   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   43   CR     2+1/2   TR  8   CH  9   NT  A--       1+47/96   voff=99
BA   43   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   43   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   43   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   43   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   43   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=99

BA   44   CR         0   TR  6   CH  7   NT  F#--        95/96   voff=99
BA   44   CR         0   TR  7   CH  8   NT  C#-         95/96   voff=99
BA   44   CR         0   TR  7   CH  8   NT  F#-         95/96   voff=99
BA   44   CR         0   TR  8   CH  9   NT  F#-         95/96   voff=99
BA   44   CR         0   TR  9   CH 10   NT  C#-         95/96   voff=99
BA   44   CR         0   TR  9   CH 10   NT  E-          95/96   voff=99
BA   44   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   44   CR         0   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR         0   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   44   CR       1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR         1   TR  6   CH  7   NT  F#--        95/96   voff=99
BA   44   CR         1   TR  7   CH  8   NT  C#-         95/96   voff=99
BA   44   CR         1   TR  7   CH  8   NT  F#-         95/96   voff=99
BA   44   CR         1   TR  8   CH  9   NT  F#-         95/96   voff=99
BA   44   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   44   CR         1   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   44   CR     1+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   44   CR         2   TR  6   CH  7   NT  F#--        95/96   voff=99
BA   44   CR         2   TR  7   CH  8   NT  F#-         95/96   voff=99
BA   44   CR         2   TR  7   CH  8   NT  C#-         95/96   voff=99
BA   44   CR         2   TR  8   CH  9   NT  F#-         95/96   voff=99
BA   44   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   44   CR         2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   44   CR         2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   44   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   44   CR         3   TR  6   CH  7   NT  F#--        95/96   voff=99
BA   44   CR         3   TR  7   CH  8   NT  C#-         95/96   voff=99
BA   44   CR         3   TR  7   CH  8   NT  F#-         95/96   voff=99
BA   44   CR         3   TR  8   CH  9   NT  F#-         95/96   voff=99
BA   44   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   44   CR         3   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   44   CR     3+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   44   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99

BA   45   CR         0   TR  6   CH  7   NT  F#--        95/96   voff=99
BA   45   CR         0   TR  7   CH  8   NT  C#-         95/96   voff=99
BA   45   CR         0   TR  7   CH  8   NT  F#-         95/96   voff=99
BA   45   CR         0   TR  8   CH  9   NT  F#-         95/96   voff=99
BA   45   CR         0   TR  9   CH 10   NT  A--         23/96   voff=99
BA   45   CR         0   TR  9   CH 10   NT  A'          47/96   voff=99
BA   45   CR         0   TR  9   CH 10   NT  C--         47/96   voff=99
BA   45   CR       1/4   TR  9   CH 10   NT  A--         23/96   voff=99
BA   45   CR       1/2   TR  9   CH 10   NT  A--         23/96   voff=99
BA   45   CR       1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   45   CR       3/4   TR  9   CH 10   NT  A--         23/96   voff=99
BA   45   CR         1   TR  6   CH  7   NT  E--         95/96   voff=99
BA   45   CR         1   TR  7   CH  8   NT  E-          95/96   voff=99
BA   45   CR         1   TR  7   CH  8   NT  B--         95/96   voff=99
BA   45   CR         1   TR  8   CH  9   NT  E-          95/96   voff=99
BA   45   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   45   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   45   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   45   CR         1   TR  9   CH 10   NT  B--         23/96   voff=99
BA   45   CR     1+1/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   45   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   45   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   45   CR     1+1/2   TR  9   CH 10   NT  B--         23/96   voff=99
BA   45   CR     1+3/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   45   CR         2   TR  6   CH  7   NT  C#--        95/96   voff=99
BA   45   CR         2   TR  7   CH  8   NT  C#-         95/96   voff=99
BA   45   CR         2   TR  7   CH  8   NT  G#--        95/96   voff=99
BA   45   CR         2   TR  8   CH  9   NT  C#-         95/96   voff=99
BA   45   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   45   CR         2   TR  9   CH 10   NT  Bb--        47/96   voff=99
BA   45   CR         2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   45   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   45   CR         2   TR  9   CH 10   NT  C-          23/96   voff=99
BA   45   CR     2+1/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   45   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   45   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   45   CR     2+1/2   TR  9   CH 10   NT  C-          23/96   voff=99
BA   45   CR     2+3/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   45   CR         3   TR  6   CH  7   NT  A---        95/96   voff=99
BA   45   CR         3   TR  7   CH  8   NT  A--         95/96   voff=99
BA   45   CR         3   TR  7   CH  8   NT  E--         95/96   voff=99
BA   45   CR         3   TR  8   CH  9   NT  A--         95/96   voff=99
BA   45   CR         3   TR  9   CH 10   NT  D--         47/96   voff=99
BA   45   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
