format=1 tracks=8 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 207
BA    1   CR         0   TR  0   CH 16   End of track
BA   12   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   12   CR     3+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   12   CR     3+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   12   CR     3+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   12   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99

BA   13   CR         0   TR  5   CH  5   NT  F--         47/96   voff=99
BA   13   CR         0   TR  6   CH  6   NT  F--         47/96   voff=99
BA   13   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   13   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   13   CR       1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   13   CR       1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   13   CR       1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   13   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   13   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   13   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   13   CR     1+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   13   CR     1+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   13   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   13   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   13   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   13   CR         2   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   13   CR         2   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   13   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   13   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   13   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   13   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   13   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   13   CR         3   TR  5   CH  5   NT  G--         47/96   voff=99
BA   13   CR         3   TR  6   CH  6   NT  G--         47/96   voff=99
BA   13   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   13   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   13   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   13   CR         3   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   13   CR     3+1/2   TR  5   CH  5   NT  F--         47/96   voff=99
BA   13   CR     3+1/2   TR  6   CH  6   NT  F--         47/96   voff=99
BA   13   CR     3+1/2   TR  7   CH 10   NT  Bb--        47/96   voff=99

BA   14   CR         0   TR  1   CH  1   NT  Eb        5+95/96   voff=99
BA   14   CR         0   TR  2   CH  2   NT  Eb        5+95/96   voff=99
BA   14   CR         0   TR  3   CH  3   NT  G-        5+95/96   voff=99
BA   14   CR         0   TR  4   CH  4   NT  G-        5+95/96   voff=99
BA   14   CR         0   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   14   CR         0   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   14   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   14   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA   14   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   14   CR       1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   14   CR       1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   14   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   14   CR         1   TR  5   CH  5   NT  C-          47/96   voff=99
BA   14   CR         1   TR  6   CH  6   NT  C-          47/96   voff=99
BA   14   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   14   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   14   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   14   CR     1+1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   14   CR     1+1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   14   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   14   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   14   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   14   CR         2   TR  5   CH  5   NT  C-        1+47/96   voff=99
BA   14   CR         2   TR  6   CH  6   NT  C-        1+47/96   voff=99
BA   14   CR         2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   14   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   14   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   14   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   14   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   14   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   14   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   14   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   14   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   14   CR     3+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   14   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99

BA   15   CR         0   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   15   CR         0   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   15   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   15   CR       1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   15   CR       1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   15   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   15   CR       1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   15   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   15   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   15   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   15   CR     1+1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   15   CR     1+1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   15   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   15   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   15   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   15   CR         2   TR  1   CH  1   NT  Eb'       1+95/96   voff=99
BA   15   CR         2   TR  2   CH  2   NT  Eb'       1+95/96   voff=99
BA   15   CR         2   TR  3   CH  3   NT  G         1+95/96   voff=99
BA   15   CR         2   TR  4   CH  4   NT  G         1+95/96   voff=99
BA   15   CR         2   TR  5   CH  5   NT  Eb-         47/96   voff=99
BA   15   CR         2   TR  6   CH  6   NT  Eb-         47/96   voff=99
BA   15   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   15   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   15   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   15   CR     2+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   15   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   15   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   15   CR         3   TR  5   CH  5   NT  C-          47/96   voff=99
BA   15   CR         3   TR  6   CH  6   NT  C-          47/96   voff=99
BA   15   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   15   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   15   CR     3+1/2   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   15   CR     3+1/2   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   15   CR     3+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   15   CR     3+1/2   TR  7   CH 10   NT  F#--        47/96   voff=99

BA   16   CR         0   TR  1   CH  1   NT  D'        1+95/96   voff=99
BA   16   CR         0   TR  2   CH  2   NT  D'        1+95/96   voff=99
BA   16   CR         0   TR  3   CH  3   NT  F         1+95/96   voff=99
BA   16   CR         0   TR  4   CH  4   NT  F         1+95/96   voff=99
BA   16   CR         0   TR  5   CH  5   NT  F--         47/96   voff=99
BA   16   CR         0   TR  6   CH  6   NT  F--         47/96   voff=99
BA   16   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   16   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA   16   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   16   CR       1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   16   CR       1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   16   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   16   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   16   CR         1   TR  5   CH  5   NT  G--         47/96   voff=99
BA   16   CR         1   TR  6   CH  6   NT  G--         47/96   voff=99
BA   16   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   16   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   16   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   16   CR     1+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   16   CR     1+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   16   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   16   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   16   CR         2   TR  5   CH  5   NT  G--       1+47/96   voff=99
BA   16   CR         2   TR  6   CH  6   NT  G--       1+47/96   voff=99
BA   16   CR         2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   16   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   16   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   16   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   16   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   16   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   16   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   16   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   16   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   16   CR     3+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   16   CR     3+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   16   CR     3+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   16   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99

BA   17   CR         0   TR  5   CH  5   NT  F--         47/96   voff=99
BA   17   CR         0   TR  6   CH  6   NT  F--         47/96   voff=99
BA   17   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   17   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   17   CR       1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   17   CR       1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   17   CR       1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   17   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   17   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   17   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   17   CR     1+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   17   CR     1+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   17   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   17   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   17   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   17   CR         2   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   17   CR         2   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   17   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   17   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   17   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   17   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   17   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   17   CR         3   TR  5   CH  5   NT  G--         47/96   voff=99
BA   17   CR         3   TR  6   CH  6   NT  G--         47/96   voff=99
BA   17   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   17   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   17   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   17   CR         3   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   17   CR     3+1/2   TR  5   CH  5   NT  F--         47/96   voff=99
BA   17   CR     3+1/2   TR  6   CH  6   NT  F--         47/96   voff=99
BA   17   CR     3+1/2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   17   CR     3+1/2   TR  7   CH 10   NT  Eb--        47/96   voff=99

BA   18   CR         0   TR  1   CH  1   NT  Bb          47/96   voff=99
BA   18   CR         0   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   18   CR         0   TR  3   CH  3   NT  Bb-         47/96   voff=99
BA   18   CR         0   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   18   CR         0   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   18   CR         0   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   18   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   18   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA   18   CR         0   TR  7   CH 10   NT  E-          47/96   voff=99
BA   18   CR         0   TR  7   CH 10   NT  C#-         47/96   voff=99
BA   18   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   18   CR       1/2   TR  1   CH  1   NT  C'          47/96   voff=99
BA   18   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   18   CR       1/2   TR  3   CH  3   NT  C           47/96   voff=99
BA   18   CR       1/2   TR  4   CH  4   NT  C           47/96   voff=99
BA   18   CR       1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   18   CR       1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   18   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   18   CR         1   TR  1   CH  1   NT  C'          47/96   voff=99
BA   18   CR         1   TR  2   CH  2   NT  C'          47/96   voff=99
BA   18   CR         1   TR  3   CH  3   NT  C           47/96   voff=99
BA   18   CR         1   TR  4   CH  4   NT  C           47/96   voff=99
BA   18   CR         1   TR  5   CH  5   NT  C-          47/96   voff=99
BA   18   CR         1   TR  6   CH  6   NT  C-          47/96   voff=99
BA   18   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   18   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   18   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   18   CR     1+1/2   TR  1   CH  1   NT  C'          47/96   von=79   voff=79
BA   18   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   von=79   voff=79
BA   18   CR     1+1/2   TR  3   CH  3   NT  C           47/96   von=80   voff=80
BA   18   CR     1+1/2   TR  4   CH  4   NT  C           47/96   von=80   voff=80
BA   18   CR     1+1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   18   CR     1+1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   18   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   18   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   18   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   18   CR         2   TR  1   CH  1   NT  Eb'         47/96   von=99   voff=99
BA   18   CR         2   TR  2   CH  2   NT  Eb'         47/96   von=99   voff=99
BA   18   CR         2   TR  3   CH  3   NT  Eb          47/96   von=99   voff=99
BA   18   CR         2   TR  4   CH  4   NT  Eb          47/96   von=99   voff=99
BA   18   CR         2   TR  5   CH  5   NT  C-        1+47/96   voff=99
BA   18   CR         2   TR  6   CH  6   NT  C-        1+47/96   voff=99
BA   18   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   18   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   18   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   18   CR         2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   18   CR     2+1/2   TR  1   CH  1   NT  Eb'         47/96   voff=99
BA   18   CR     2+1/2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   18   CR     2+1/2   TR  3   CH  3   NT  Eb          47/96   voff=99
BA   18   CR     2+1/2   TR  4   CH  4   NT  Eb          47/96   voff=99
BA   18   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   18   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   18   CR         3   TR  1   CH  1   NT  C'          47/96   voff=99
BA   18   CR         3   TR  2   CH  2   NT  C'          47/96   voff=99
BA   18   CR         3   TR  3   CH  3   NT  C           47/96   voff=99
BA   18   CR         3   TR  4   CH  4   NT  C           47/96   voff=99
BA   18   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   18   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   18   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   18   CR     3+1/2   TR  1   CH  1   NT  C'          47/96   voff=99
BA   18   CR     3+1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   18   CR     3+1/2   TR  3   CH  3   NT  C           47/96   voff=99
BA   18   CR     3+1/2   TR  4   CH  4   NT  C           47/96   voff=99
BA   18   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   18   CR     3+1/2   TR  7   CH 10   NT  C--         47/96   voff=99

BA   19   CR         0   TR  1   CH  1   NT  Bb          47/96   voff=99
BA   19   CR         0   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   19   CR         0   TR  3   CH  3   NT  Bb-         47/96   voff=99
BA   19   CR         0   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   19   CR         0   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   19   CR         0   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   19   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   19   CR       1/2   TR  1   CH  1   NT  C'          47/96   voff=99
BA   19   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   19   CR       1/2   TR  3   CH  3   NT  C           47/96   voff=99
BA   19   CR       1/2   TR  4   CH  4   NT  C           47/96   voff=99
BA   19   CR       1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   19   CR       1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   19   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   19   CR       1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   19   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   19   CR         1   TR  1   CH  1   NT  C'          47/96   von=79   voff=79
BA   19   CR         1   TR  2   CH  2   NT  C'          47/96   von=79   voff=79
BA   19   CR         1   TR  3   CH  3   NT  C           47/96   von=79   voff=79
BA   19   CR         1   TR  4   CH  4   NT  C           47/96   von=79   voff=79
BA   19   CR         1   TR  5   CH  5   NT  C-          47/96   voff=99
BA   19   CR         1   TR  6   CH  6   NT  C-          47/96   voff=99
BA   19   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   19   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   19   CR     1+1/2   TR  1   CH  1   NT  C'          47/96   von=59   voff=59
BA   19   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   von=59   voff=59
BA   19   CR     1+1/2   TR  3   CH  3   NT  C           47/96   von=57   voff=57
BA   19   CR     1+1/2   TR  4   CH  4   NT  C           47/96   von=57   voff=57
BA   19   CR     1+1/2   TR  5   CH  5   NT  C-          47/96   voff=99
BA   19   CR     1+1/2   TR  6   CH  6   NT  C-          47/96   voff=99
BA   19   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   19   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   19   CR     1+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   19   CR         2   TR  1   CH  1   NT  C'          47/96   von=36   voff=36
BA   19   CR         2   TR  2   CH  2   NT  C'          47/96   von=36   voff=36
BA   19   CR         2   TR  3   CH  3   NT  C           47/96   von=38   voff=38
BA   19   CR         2   TR  4   CH  4   NT  C           47/96   von=38   voff=38
BA   19   CR         2   TR  5   CH  5   NT  Eb-         95/96   voff=99
BA   19   CR         2   TR  6   CH  6   NT  Eb-         95/96   voff=99
BA   19   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   19   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   19   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   19   CR     2+1/2   TR  1   CH  1   NT  C'          47/96   von=15   voff=15
BA   19   CR     2+1/2   TR  2   CH  2   NT  C'          47/96   von=15   voff=15
BA   19   CR     2+1/2   TR  3   CH  3   NT  C           47/96   von=14   voff=14
BA   19   CR     2+1/2   TR  4   CH  4   NT  C           47/96   von=14   voff=14
BA   19   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   19   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   19   CR     2+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   19   CR         3   TR  5   CH  5   NT  C-          47/96   voff=99
BA   19   CR         3   TR  6   CH  6   NT  C-          47/96   voff=99
BA   19   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   19   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   19   CR     3+1/2   TR  5   CH  5   NT  Bb--        47/96   voff=99
BA   19   CR     3+1/2   TR  6   CH  6   NT  Bb--        47/96   voff=99
BA   19   CR     3+1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   19   CR     3+1/2   TR  7   CH 10   NT  F#--        47/96   voff=99

BA   20   CR         0   TR  1   CH  1   NT  Bb          47/96   von=99   voff=99
BA   20   CR         0   TR  2   CH  2   NT  Bb          47/96   von=99   voff=99
BA   20   CR         0   TR  3   CH  3   NT  Bb-         47/96   von=99   voff=99
BA   20   CR         0   TR  4   CH  4   NT  Bb-         47/96   von=99   voff=99
BA   20   CR         0   TR  5   CH  5   NT  F--         47/96   voff=99
BA   20   CR         0   TR  6   CH  6   NT  F--         47/96   voff=99
BA   20   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   20   CR         0   TR  7   CH 10   NT  C--         47/96   voff=99
BA   20   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   20   CR       1/2   TR  1   CH  1   NT  C'          47/96   voff=99
BA   20   CR       1/2   TR  2   CH  2   NT  C'          47/96   voff=99
BA   20   CR       1/2   TR  3   CH  3   NT  C           47/96   voff=99
BA   20   CR       1/2   TR  4   CH  4   NT  C           47/96   voff=99
BA   20   CR       1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   20   CR       1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   20   CR       1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   20   CR       1/2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   20   CR         1   TR  1   CH  1   NT  C'          47/96   voff=99
BA   20   CR         1   TR  2   CH  2   NT  C'          47/96   voff=99
BA   20   CR         1   TR  3   CH  3   NT  C           47/96   voff=99
BA   20   CR         1   TR  4   CH  4   NT  C           47/96   voff=99
BA   20   CR         1   TR  5   CH  5   NT  G--         47/96   voff=99
BA   20   CR         1   TR  6   CH  6   NT  G--         47/96   voff=99
BA   20   CR         1   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   20   CR         1   TR  7   CH 10   NT  C--         47/96   voff=99
BA   20   CR         1   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   20   CR     1+1/2   TR  1   CH  1   NT  C'          47/96   von=81   voff=81
BA   20   CR     1+1/2   TR  2   CH  2   NT  C'          47/96   von=81   voff=81
BA   20   CR     1+1/2   TR  3   CH  3   NT  C           47/96   von=79   voff=79
BA   20   CR     1+1/2   TR  4   CH  4   NT  C           47/96   von=79   voff=79
BA   20   CR     1+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   20   CR     1+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   20   CR     1+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   20   CR     1+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   20   CR         2   TR  1   CH  1   NT  Eb'         47/96   von=99   voff=99
BA   20   CR         2   TR  2   CH  2   NT  Eb'         47/96   von=99   voff=99
BA   20   CR         2   TR  3   CH  3   NT  Eb          47/96   von=99   voff=99
BA   20   CR         2   TR  4   CH  4   NT  Eb          47/96   von=99   voff=99
BA   20   CR         2   TR  5   CH  5   NT  G--       1+47/96   voff=99
BA   20   CR         2   TR  6   CH  6   NT  G--       1+47/96   voff=99
BA   20   CR         2   TR  7   CH 10   NT  Eb--        47/96   voff=99
BA   20   CR         2   TR  7   CH 10   NT  Bb--        47/96   voff=99
BA   20   CR         2   TR  7   CH 10   NT  E--         47/96   voff=99
BA   20   CR         2   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   20   CR     2+1/2   TR  1   CH  1   NT  Eb'         47/96   voff=99
BA   20   CR     2+1/2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA   20   CR     2+1/2   TR  3   CH  3   NT  Eb          47/96   voff=99
BA   20   CR     2+1/2   TR  4   CH  4   NT  Eb          47/96   voff=99
BA   20   CR     2+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   20   CR     2+1/2   TR  7   CH 10   NT  C--         47/96   voff=99
BA   20   CR         3   TR  1   CH  1   NT  C'          47/96   voff=99
BA   20   CR         3   TR  2   CH  2   NT  C'          47/96   voff=99
BA   20   CR         3   TR  3   CH  3   NT  C           47/96   voff=99
BA   20   CR         3   TR  4   CH  4   NT  C           47/96   voff=99
BA   20   CR         3   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   20   CR         3   TR  7   CH 10   NT  C--         47/96   voff=99
BA   20   CR         3   TR  7   CH 10   NT  F#-         47/96   voff=99
BA   20   CR     3+1/2   TR  1   CH  1   NT  Bb          47/96   voff=99
BA   20   CR     3+1/2   TR  2   CH  2   NT  Bb          47/96   voff=99
BA   20   CR     3+1/2   TR  3   CH  3   NT  Bb-         47/96   voff=99
BA   20   CR     3+1/2   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   20   CR     3+1/2   TR  5   CH  5   NT  G--         47/96   voff=99
BA   20   CR     3+1/2   TR  6   CH  6   NT  G--         47/96   voff=99
BA   20   CR     3+1/2   TR  7   CH 10   NT  G#--        47/96   voff=99
BA   20   CR     3+1/2   TR  7   CH 10   NT  C--         47/96   voff=99

BA   21   CR         0   TR  1   CH  1   NT  C'          47/96   voff=99
BA   21   CR         0   TR  2   CH  2   NT  C'          47/96   voff=99
BA   21   CR         0   TR  3   CH  3   NT  C           47/96   voff=99
BA   21   CR         0   TR  4   CH  4   NT  C           47/96   voff=99
BA   21   CR         0   TR  5   CH  5   NT  F--         47/96   voff=99
BA   21   CR         0   TR  6   CH  6   NT  F--         47/96   voff=99
BA   21   CR         0   TR  7   CH 10   NT  F#--        47/96   voff=99
BA   21   CR         0   TR  7   CH 10   NT  F#-         47/96   voff=99
