format=1 tracks=10 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 125
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Super Mario Land 2 - "Flying Through the Cosmos""
BA   15   CR         2   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   15   CR         2   TR  9   CH 10   NT  C--         47/96   voff=62
BA   15   CR     2+1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   15   CR     2+1/4   TR  8   CH  8   NT  B---        71/96   voff=62
BA   15   CR     2+1/2   TR  1   CH  1   NT  F#''        47/96   voff=62
BA   15   CR     2+1/2   TR  2   CH  2   NT  A''         47/96   voff=62
BA   15   CR     2+1/2   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   15   CR     2+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   15   CR     2+3/4   TR  4   CH  4   NT  E'          71/96   voff=95
BA   15   CR     2+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   15   CR         3   TR  1   CH  1   NT  E''         47/96   voff=62
BA   15   CR         3   TR  7   CH  7   NT  E--         71/96   voff=62
BA   15   CR         3   TR  9   CH 10   NT  D--         47/96   voff=62
BA   15   CR         3   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   15   CR     3+1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   15   CR     3+1/4   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   15   CR     3+1/2   TR  1   CH  1   NT  F#''        47/96   voff=62
BA   15   CR     3+1/2   TR  4   CH  4   NT  F#'         47/96   voff=95
BA   15   CR     3+1/2   TR  7   CH  7   NT  F#--        47/96   voff=62
BA   15   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   15   CR     3+3/4   TR  2   CH  2   NT  E''         47/96   voff=62
BA   15   CR     3+3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   15   CR     3+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62

BA   16   CR         0   TR  1   CH  1   NT  A''         47/96   voff=62
BA   16   CR         0   TR  4   CH  4   NT  B         1+47/96   voff=95
BA   16   CR         0   TR  7   CH  7   NT  E--         71/96   voff=62
BA   16   CR         0   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   16   CR         0   TR  9   CH 10   NT  C--         47/96   voff=62
BA   16   CR       1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   16   CR       1/4   TR  8   CH  8   NT  F#--        47/96   voff=62
BA   16   CR       1/2   TR  1   CH  1   NT  F#''        47/96   voff=62
BA   16   CR       1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   16   CR       3/4   TR  2   CH  2   NT  A''         47/96   voff=62
BA   16   CR       3/4   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   16   CR       3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   16   CR       3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   16   CR         1   TR  1   CH  1   NT  E''         47/96   voff=62
BA   16   CR         1   TR  6   CH  6   NT  E-        1+95/96   voff=62
BA   16   CR         1   TR  6   CH  6   NT  B-        1+95/96   voff=62
BA   16   CR         1   TR  9   CH 10   NT  D--         47/96   voff=62
BA   16   CR         1   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   16   CR     1+1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   16   CR     1+1/2   TR  1   CH  1   NT  F#''        47/96   voff=62
BA   16   CR     1+1/2   TR  4   CH  4   NT  A         2+47/96   voff=95
BA   16   CR     1+1/2   TR  7   CH  7   NT  B---        71/96   voff=62
BA   16   CR     1+1/2   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   16   CR     1+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   16   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=62
BA   16   CR     1+3/4   TR  2   CH  2   NT  E''         47/96   voff=62
BA   16   CR     1+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   16   CR         2   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   16   CR         2   TR  9   CH 10   NT  C--         47/96   voff=62
BA   16   CR     2+1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   16   CR     2+1/4   TR  8   CH  8   NT  B---        71/96   voff=62
BA   16   CR     2+1/2   TR  1   CH  1   NT  F#''        47/96   voff=62
BA   16   CR     2+1/2   TR  2   CH  2   NT  A''         47/96   voff=62
BA   16   CR     2+1/2   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   16   CR     2+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   16   CR     2+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   16   CR         3   TR  1   CH  1   NT  E''         47/96   voff=62
BA   16   CR         3   TR  7   CH  7   NT  E--         71/96   voff=62
BA   16   CR         3   TR  9   CH 10   NT  D--         47/96   voff=62
BA   16   CR         3   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   16   CR     3+1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   16   CR     3+1/4   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   16   CR     3+1/2   TR  1   CH  1   NT  F#''        47/96   voff=62
BA   16   CR     3+1/2   TR  7   CH  7   NT  F#--        47/96   voff=62
BA   16   CR     3+1/2   TR  9   CH 10   NT  D--         23/96   voff=62
BA   16   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   16   CR     3+3/4   TR  2   CH  2   NT  E''         47/96   voff=62
BA   16   CR     3+3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   16   CR     3+3/4   TR  9   CH 10   NT  D--         47/96   voff=62
BA   16   CR     3+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62

BA   17   CR         0   TR  1   CH  1   NT  C#''        47/96   von=99   voff=99
BA   17   CR         0   TR  1   CH  1   NT  G#''        47/96   voff=99
BA   17   CR         0   TR  6   CH  6   NT  E-        3+95/96   von=95   voff=95
BA   17   CR         0   TR  6   CH  6   NT  G#-       3+95/96   voff=95
BA   17   CR         0   TR  7   CH  7   NT  A--         71/96   voff=62
BA   17   CR         0   TR  9   CH 10   NT  G-          47/96   voff=62
BA   17   CR         0   TR  9   CH 10   NT  A-          47/96   voff=62
BA   17   CR         0   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   17   CR         0   TR  9   CH 10   NT  C--         47/96   voff=62
BA   17   CR       1/4   TR  2   CH  2   NT  F#''        47/96   voff=62
BA   17   CR       1/4   TR  8   CH  8   NT  F#--        47/96   voff=62
BA   17   CR       1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   17   CR       1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   17   CR       1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   17   CR       3/4   TR  2   CH  2   NT  G#''        47/96   von=99   voff=99
BA   17   CR       3/4   TR  2   CH  2   NT  C#''        47/96   voff=99
BA   17   CR       3/4   TR  7   CH  7   NT  F#--        71/96   voff=62
BA   17   CR       3/4   TR  8   CH  8   NT  A--         71/96   voff=62
BA   17   CR       3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   17   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   17   CR         1   TR  1   CH  1   NT  E''         47/96   voff=99
BA   17   CR         1   TR  9   CH 10   NT  D--         47/96   voff=62
BA   17   CR         1   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   17   CR     1+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   17   CR     1+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   17   CR     1+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   17   CR     1+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   17   CR     1+1/2   TR  7   CH  7   NT  E--         71/96   voff=62
BA   17   CR     1+1/2   TR  8   CH  8   NT  F#--        71/96   voff=62
BA   17   CR     1+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   17   CR     1+3/4   TR  1   CH  1   NT  C#''        47/96   voff=99
BA   17   CR     1+3/4   TR  1   CH  1   NT  G#''        47/96   voff=99
BA   17   CR     1+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   17   CR     1+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   17   CR     1+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   17   CR         2   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   17   CR         2   TR  9   CH 10   NT  C--         47/96   voff=62
BA   17   CR     2+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   17   CR     2+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   17   CR     2+1/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   17   CR     2+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   17   CR     2+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   17   CR     2+1/2   TR  2   CH  2   NT  C#''        47/96   voff=99
BA   17   CR     2+1/2   TR  2   CH  2   NT  G#''        47/96   voff=99
BA   17   CR     2+1/2   TR  7   CH  7   NT  F#--        71/96   voff=62
BA   17   CR     2+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   17   CR     2+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   17   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   17   CR         3   TR  1   CH  1   NT  E''         47/96   voff=99
BA   17   CR         3   TR  7   CH  7   NT  A--         71/96   voff=62
BA   17   CR         3   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   17   CR         3   TR  9   CH 10   NT  D--         47/96   voff=62
BA   17   CR     3+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   17   CR     3+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   17   CR     3+1/4   TR  8   CH  8   NT  F#--        71/96   voff=62
BA   17   CR     3+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   17   CR     3+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   17   CR     3+1/2   TR  7   CH  7   NT  B--         47/96   voff=62
BA   17   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   17   CR     3+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   17   CR     3+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   17   CR     3+3/4   TR  8   CH  8   NT  A--         71/96   voff=62
BA   17   CR     3+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62

BA   18   CR         0   TR  1   CH  1   NT  C#''        47/96   voff=99
BA   18   CR         0   TR  1   CH  1   NT  G#''        47/96   voff=99
BA   18   CR         0   TR  6   CH  6   NT  A--       3+95/96   voff=95
BA   18   CR         0   TR  6   CH  6   NT  C#-       3+95/96   voff=95
BA   18   CR         0   TR  7   CH  7   NT  A--         71/96   voff=62
BA   18   CR         0   TR  9   CH 10   NT  C--         47/96   voff=62
BA   18   CR         0   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   18   CR       1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   18   CR       1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   18   CR       1/4   TR  8   CH  8   NT  B--         47/96   voff=62
BA   18   CR       1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   18   CR       1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   18   CR       1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   18   CR       3/4   TR  2   CH  2   NT  G#''        47/96   voff=99
BA   18   CR       3/4   TR  2   CH  2   NT  C#''        47/96   voff=99
BA   18   CR       3/4   TR  7   CH  7   NT  F#--        71/96   voff=62
BA   18   CR       3/4   TR  8   CH  8   NT  A--         71/96   voff=62
BA   18   CR       3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   18   CR         1   TR  1   CH  1   NT  E''         47/96   voff=99
BA   18   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   18   CR         1   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   18   CR         1   TR  9   CH 10   NT  D--         47/96   voff=62
BA   18   CR     1+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   18   CR     1+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   18   CR     1+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   18   CR     1+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   18   CR     1+1/2   TR  7   CH  7   NT  E--         71/96   voff=62
BA   18   CR     1+1/2   TR  8   CH  8   NT  F#--        71/96   voff=62
BA   18   CR     1+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   18   CR     1+3/4   TR  1   CH  1   NT  C#''        47/96   voff=99
BA   18   CR     1+3/4   TR  1   CH  1   NT  G#''        47/96   voff=99
BA   18   CR     1+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   18   CR     1+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   18   CR     1+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   18   CR         2   TR  9   CH 10   NT  C--         47/96   voff=62
BA   18   CR         2   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   18   CR     2+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   18   CR     2+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   18   CR     2+1/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   18   CR     2+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   18   CR     2+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   18   CR     2+1/2   TR  2   CH  2   NT  C#''        47/96   voff=99
BA   18   CR     2+1/2   TR  2   CH  2   NT  G#''        47/96   voff=99
BA   18   CR     2+1/2   TR  7   CH  7   NT  F#--        71/96   voff=62
BA   18   CR     2+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   18   CR     2+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   18   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   18   CR         3   TR  1   CH  1   NT  E''         47/96   voff=99
BA   18   CR         3   TR  7   CH  7   NT  A--         71/96   voff=62
BA   18   CR         3   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   18   CR         3   TR  9   CH 10   NT  D--         47/96   voff=62
BA   18   CR     3+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   18   CR     3+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   18   CR     3+1/4   TR  8   CH  8   NT  F#--        71/96   voff=62
BA   18   CR     3+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   18   CR     3+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   18   CR     3+1/2   TR  7   CH  7   NT  F#--        47/96   voff=62
BA   18   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   18   CR     3+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   18   CR     3+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   18   CR     3+3/4   TR  8   CH  8   NT  A--         71/96   voff=62
BA   18   CR     3+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   18   CR     3+3/4   TR  9   CH 10   NT  D--         47/96   voff=62

BA   19   CR         0   TR  1   CH  1   NT  A''         47/96   voff=99
BA   19   CR         0   TR  1   CH  1   NT  D''         47/96   voff=99
BA   19   CR         0   TR  6   CH  6   NT  E-        3+95/96   voff=95
BA   19   CR         0   TR  6   CH  6   NT  C#-       3+95/96   voff=95
BA   19   CR         0   TR  7   CH  7   NT  E--         71/96   voff=62
BA   19   CR         0   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   19   CR         0   TR  9   CH 10   NT  C--         47/96   voff=62
BA   19   CR       1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   19   CR       1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   19   CR       1/4   TR  8   CH  8   NT  F#--        47/96   voff=62
BA   19   CR       1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   19   CR       1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   19   CR       1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   19   CR       3/4   TR  2   CH  2   NT  A''         47/96   voff=99
BA   19   CR       3/4   TR  2   CH  2   NT  D''         47/96   voff=99
BA   19   CR       3/4   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   19   CR       3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   19   CR       3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   19   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   19   CR         1   TR  1   CH  1   NT  E''         47/96   voff=99
BA   19   CR         1   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   19   CR         1   TR  9   CH 10   NT  D--         47/96   voff=62
BA   19   CR     1+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   19   CR     1+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   19   CR     1+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   19   CR     1+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   19   CR     1+1/2   TR  7   CH  7   NT  B---        71/96   voff=62
BA   19   CR     1+1/2   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   19   CR     1+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   19   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   19   CR     1+3/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   19   CR     1+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   19   CR     1+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   19   CR     1+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   19   CR         2   TR  9   CH 10   NT  C--         47/96   voff=62
BA   19   CR         2   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   19   CR     2+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   19   CR     2+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   19   CR     2+1/4   TR  8   CH  8   NT  B---        71/96   voff=62
BA   19   CR     2+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   19   CR     2+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   19   CR     2+1/2   TR  2   CH  2   NT  A''         47/96   voff=99
BA   19   CR     2+1/2   TR  2   CH  2   NT  D''         47/96   voff=99
BA   19   CR     2+1/2   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   19   CR     2+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   19   CR     2+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   19   CR         3   TR  1   CH  1   NT  E''         47/96   voff=99
BA   19   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   19   CR         3   TR  7   CH  7   NT  E--         71/96   voff=62
BA   19   CR         3   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   19   CR         3   TR  9   CH 10   NT  D--         47/96   voff=62
BA   19   CR     3+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   19   CR     3+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   19   CR     3+1/4   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   19   CR     3+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   19   CR     3+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   19   CR     3+1/2   TR  7   CH  7   NT  F#--        47/96   voff=62
BA   19   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   19   CR     3+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   19   CR     3+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   19   CR     3+3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   19   CR     3+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62

BA   20   CR         0   TR  1   CH  1   NT  A''         47/96   voff=99
BA   20   CR         0   TR  1   CH  1   NT  D''         47/96   voff=99
BA   20   CR         0   TR  6   CH  6   NT  B-        3+95/96   voff=95
BA   20   CR         0   TR  6   CH  6   NT  E-        3+95/96   voff=95
BA   20   CR         0   TR  7   CH  7   NT  E--         71/96   voff=62
BA   20   CR         0   TR  9   CH 10   NT  C--         47/96   voff=62
BA   20   CR         0   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   20   CR       1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   20   CR       1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   20   CR       1/4   TR  8   CH  8   NT  F#--        47/96   voff=62
BA   20   CR       1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   20   CR       1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   20   CR       1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   20   CR       3/4   TR  2   CH  2   NT  D''         47/96   voff=99
BA   20   CR       3/4   TR  2   CH  2   NT  A''         47/96   voff=99
BA   20   CR       3/4   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   20   CR       3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   20   CR       3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   20   CR         1   TR  1   CH  1   NT  E''         47/96   voff=99
BA   20   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   20   CR         1   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   20   CR         1   TR  9   CH 10   NT  D--         47/96   voff=62
BA   20   CR     1+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   20   CR     1+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   20   CR     1+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   20   CR     1+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   20   CR     1+1/2   TR  7   CH  7   NT  B---        71/96   voff=62
BA   20   CR     1+1/2   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   20   CR     1+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   20   CR     1+3/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   20   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   20   CR     1+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   20   CR     1+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   20   CR     1+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   20   CR         2   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   20   CR         2   TR  9   CH 10   NT  C--         47/96   voff=62
BA   20   CR     2+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   20   CR     2+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   20   CR     2+1/4   TR  8   CH  8   NT  B---        71/96   voff=62
BA   20   CR     2+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   20   CR     2+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   20   CR     2+1/2   TR  2   CH  2   NT  D''         47/96   voff=99
BA   20   CR     2+1/2   TR  2   CH  2   NT  A''         47/96   voff=99
BA   20   CR     2+1/2   TR  7   CH  7   NT  C#--        71/96   voff=62
BA   20   CR     2+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   20   CR     2+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   20   CR         3   TR  1   CH  1   NT  E''         47/96   voff=99
BA   20   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   20   CR         3   TR  7   CH  7   NT  E--         71/96   voff=62
BA   20   CR         3   TR  9   CH 10   NT  D--         47/96   voff=62
BA   20   CR         3   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   20   CR     3+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   20   CR     3+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   20   CR     3+1/4   TR  8   CH  8   NT  C#--        71/96   voff=62
BA   20   CR     3+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   20   CR     3+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   20   CR     3+1/2   TR  7   CH  7   NT  F#--        47/96   voff=62
BA   20   CR     3+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   20   CR     3+1/2   TR  9   CH 10   NT  D--         23/96   voff=62
BA   20   CR     3+3/4   TR  2   CH  2   NT  E''         47/96   voff=99
BA   20   CR     3+3/4   TR  2   CH  2   NT  A'          47/96   voff=99
BA   20   CR     3+3/4   TR  8   CH  8   NT  E--         71/96   voff=62
BA   20   CR     3+3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   20   CR     3+3/4   TR  9   CH 10   NT  D--         47/96   voff=62

BA   21   CR         0   TR  1   CH  1   NT  G#          47/96   voff=99
BA   21   CR         0   TR  1   CH  1   NT  G#''        47/96   voff=99
BA   21   CR         0   TR  1   CH  1   NT  C#''        47/96   voff=99
BA   21   CR         0   TR  6   CH  6   NT  G#-       3+95/96   voff=95
BA   21   CR         0   TR  6   CH  6   NT  E-        3+95/96   voff=95
BA   21   CR         0   TR  7   CH  7   NT  A--         71/96   voff=62
BA   21   CR         0   TR  9   CH 10   NT  G-          47/96   voff=62
BA   21   CR         0   TR  9   CH 10   NT  A-          47/96   voff=62
BA   21   CR         0   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   21   CR         0   TR  9   CH 10   NT  C--         47/96   voff=62
BA   21   CR       1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   21   CR       1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   21   CR       1/4   TR  8   CH  8   NT  F#--        47/96   voff=62
BA   21   CR       1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   21   CR       1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   21   CR       1/2   TR  1   CH  1   NT  F#          47/96   voff=99
BA   21   CR       1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   21   CR       3/4   TR  2   CH  2   NT  C#''        47/96   voff=99
BA   21   CR       3/4   TR  2   CH  2   NT  G#''        47/96   voff=99
BA   21   CR       3/4   TR  2   CH  2   NT  G#          47/96   voff=99
BA   21   CR       3/4   TR  7   CH  7   NT  F#--        71/96   voff=62
BA   21   CR       3/4   TR  8   CH  8   NT  A--         71/96   voff=62
BA   21   CR       3/4   TR  9   CH 10   NT  G#--        47/96   voff=62
BA   21   CR         1   TR  1   CH  1   NT  E           47/96   voff=99
BA   21   CR         1   TR  1   CH  1   NT  E''         47/96   voff=99
BA   21   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   21   CR         1   TR  9   CH 10   NT  D--         47/96   voff=62
BA   21   CR         1   TR  9   CH 10   NT  Eb---       47/96   voff=62
BA   21   CR     1+1/4   TR  2   CH  2   NT  B'          47/96   voff=99
BA   21   CR     1+1/4   TR  2   CH  2   NT  F#''        47/96   voff=99
BA   21   CR     1+1/4   TR  2   CH  2   NT  F#          47/96   voff=99
BA   21   CR     1+1/2   TR  1   CH  1   NT  F#''        47/96   voff=99
BA   21   CR     1+1/2   TR  1   CH  1   NT  B'          47/96   voff=99
BA   21   CR     1+1/2   TR  1   CH  1   NT  F#          47/96   voff=99
BA   21   CR     1+1/2   TR  7   CH  7   NT  E--         71/96   voff=62
BA   21   CR     1+1/2   TR  8   CH  8   NT  F#--        71/96   voff=62
BA   21   CR     1+1/2   TR  9   CH 10   NT  Bb--        47/96   voff=62
BA   21   CR     1+3/4   TR  1   CH  1   NT  G#          47/96   voff=99
