format=1 tracks=17 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 140
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Rockman World 2 - "Grinding Grounded Gears Down" v1.3"
BA    8   CR       3/4   TR  1   CH  1   NT  G#          23/96
BA    8   CR       3/4   TR  2   CH  2   NT  E-          23/96
BA    8   CR       3/4   TR  7   CH  7   NT  F-          23/96
BA    8   CR         1   TR  1   CH  1   NT  A           23/96
BA    8   CR         1   TR  2   CH  2   NT  E           23/96
BA    8   CR         1   TR  7   CH  7   NT  F-          47/96
BA    8   CR         1   TR 11   CH 10   NT  E--         31/96
BA    8   CR     1+1/4   TR  1   CH  1   NT  C'          23/96
BA    8   CR     1+1/4   TR  2   CH  2   NT  E           23/96
BA    8   CR     1+1/4   TR 11   CH 10   NT  F#--         5/32
BA    8   CR     1+1/2   TR  1   CH  1   NT  D'          23/96
BA    8   CR     1+1/2   TR  2   CH  2   NT  D-          23/96
BA    8   CR     1+1/2   TR  2   CH  2   NT  D           23/96
BA    8   CR     1+1/2   TR  7   CH  7   NT  D-          23/96
BA    8   CR     1+1/2   TR 11   CH 10   NT  F#--         5/32
BA    8   CR     1+3/4   TR  1   CH  1   NT  F'          23/96
BA    8   CR     1+3/4   TR  2   CH  2   NT  D           23/96
BA    8   CR     1+3/4   TR  7   CH  7   NT  D-          47/96
BA    8   CR         2   TR  1   CH  1   NT  D'          23/96
BA    8   CR         2   TR  2   CH  2   NT  D           23/96
BA    8   CR         2   TR 11   CH 10   NT  E--         31/96
BA    8   CR     2+1/4   TR  1   CH  1   NT  C'          23/96
BA    8   CR     2+1/4   TR  2   CH  2   NT  E           23/96
BA    8   CR     2+1/4   TR  7   CH  7   NT  C-          23/96
BA    8   CR     2+1/4   TR 11   CH 10   NT  F#--         5/32
BA    8   CR     2+1/2   TR  1   CH  1   NT  A           23/96
BA    8   CR     2+1/2   TR  2   CH  2   NT  F           23/96
BA    8   CR     2+1/2   TR  7   CH  7   NT  C-          47/96
BA    8   CR     2+1/2   TR 11   CH 10   NT  F#--         5/32
BA    8   CR     2+3/4   TR  1   CH  1   NT  G#          23/96
BA    8   CR     2+3/4   TR  2   CH  2   NT  G           23/96
BA    8   CR         3   TR  1   CH  1   NT  G           23/96
BA    8   CR         3   TR  2   CH  2   NT  E           23/96
BA    8   CR         3   TR  7   CH  7   NT  A--         47/96
BA    8   CR         3   TR 11   CH 10   NT  E--         31/96
BA    8   CR     3+1/4   TR  1   CH  1   NT  F           23/96
BA    8   CR     3+1/4   TR  2   CH  2   NT  F           23/96
BA    8   CR     3+1/4   TR 11   CH 10   NT  F#--         5/32
BA    8   CR     3+1/2   TR  1   CH  1   NT  E           23/96
BA    8   CR     3+1/2   TR  2   CH  2   NT  G           23/96
BA    8   CR     3+1/2   TR  7   CH  7   NT  C-          47/96
BA    8   CR     3+1/2   TR 11   CH 10   NT  F#--         5/32
BA    8   CR     3+3/4   TR  1   CH  1   NT  D           23/96
BA    8   CR     3+3/4   TR  2   CH  2   NT  A           23/96

BA    9   CR         0   TR  3   CH  3   NT  F           47/96   von=100
BA    9   CR         0   TR  4   CH  4   NT  F-          47/96   von=100
BA    9   CR         0   TR  6   CH  6   NT  A           47/96   von=100
BA    9   CR         0   TR  7   CH  7   NT  Bb--        47/96
BA    9   CR         0   TR  8   CH  8   NT  Bb---       47/96   von=100
BA    9   CR         0   TR  9   CH  9   NT  Bb--        47/96   von=100
BA    9   CR         0   TR 10   CH 11   NT  F-          47/96   von=100
BA    9   CR         0   TR 10   CH 11   NT  A-          47/96
BA    9   CR         0   TR 11   CH 10   NT  G#--        23/96
BA    9   CR         0   TR 11   CH 10   NT  C--         47/96
BA    9   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA    9   CR       1/2   TR  3   CH  3   NT  E         1+47/96
BA    9   CR       1/2   TR  4   CH  4   NT  E-        1+47/96
BA    9   CR       1/2   TR  6   CH  6   NT  G           47/96
BA    9   CR       1/2   TR  7   CH  7   NT  A--         47/96
BA    9   CR       1/2   TR  8   CH  8   NT  A---        47/96
BA    9   CR       1/2   TR  9   CH  9   NT  A--         47/96
BA    9   CR       1/2   TR 10   CH 11   NT  G-          47/96
BA    9   CR       1/2   TR 10   CH 11   NT  E-          95/96
BA    9   CR       1/2   TR 11   CH 10   NT  C--         47/96
BA    9   CR       1/2   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA    9   CR         1   TR 11   CH 10   NT  E--         47/96
BA    9   CR         1   TR 11   CH 10   NT  G-          47/96
BA    9   CR         1   TR 11   CH 10   NT  G#--        23/96
BA    9   CR     1+1/4   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA    9   CR     1+3/4   TR 11   CH 10   NT  G#--        23/96
BA    9   CR         2   TR  3   CH  3   NT  G           47/96
BA    9   CR         2   TR  4   CH  4   NT  G-          47/96
BA    9   CR         2   TR  6   CH  6   NT  Bb          47/96
BA    9   CR         2   TR  7   CH  7   NT  F--         47/96
BA    9   CR         2   TR  8   CH  8   NT  F---        47/96
BA    9   CR         2   TR  9   CH  9   NT  F--         47/96
BA    9   CR         2   TR 10   CH 11   NT  Bb-         47/96
BA    9   CR         2   TR 10   CH 11   NT  G-          47/96
BA    9   CR         2   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR         2   TR 11   CH 10   NT  C--         47/96
BA    9   CR     2+1/4   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR     2+1/2   TR  3   CH  3   NT  F         1+47/96
BA    9   CR     2+1/2   TR  4   CH  4   NT  F-        1+47/96
BA    9   CR     2+1/2   TR  6   CH  6   NT  A           23/96
BA    9   CR     2+1/2   TR  7   CH  7   NT  D--         47/96
BA    9   CR     2+1/2   TR  8   CH  8   NT  D---        47/96
BA    9   CR     2+1/2   TR  9   CH  9   NT  D--         47/96
BA    9   CR     2+1/2   TR 10   CH 11   NT  A-          23/96
BA    9   CR     2+1/2   TR 10   CH 11   NT  F-          95/96
BA    9   CR     2+1/2   TR 11   CH 10   NT  G#--        23/96
BA    9   CR     2+1/2   TR 11   CH 10   NT  C--         47/96
BA    9   CR     2+3/4   TR  6   CH  6   NT  A           23/96
BA    9   CR     2+3/4   TR 10   CH 11   NT  A-          23/96
BA    9   CR     2+3/4   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR         3   TR 11   CH 10   NT  A-          47/96
BA    9   CR         3   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR         3   TR 11   CH 10   NT  D--         47/96
BA    9   CR     3+1/4   TR 11   CH 10   NT  G#--        23/96
BA    9   CR     3+1/2   TR 11   CH 10   NT  Bb--        23/96
BA    9   CR     3+3/4   TR 11   CH 10   NT  G#--        23/96

BA   10   CR         0   TR  3   CH  3   NT  F           35/48
BA   10   CR         0   TR  4   CH  4   NT  F-          35/48
BA   10   CR         0   TR  6   CH  6   NT  A           71/96
BA   10   CR         0   TR  7   CH  7   NT  D-          71/96
BA   10   CR         0   TR  8   CH  8   NT  D--         71/96
BA   10   CR         0   TR  9   CH  9   NT  D-          71/96
BA   10   CR         0   TR 10   CH 11   NT  A-          71/96
BA   10   CR         0   TR 10   CH 11   NT  F-          71/96
BA   10   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   10   CR         0   TR 11   CH 10   NT  C--         23/96
BA   10   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   10   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   10   CR       1/2   TR 11   CH 10   NT  D--         23/96
BA   10   CR       1/2   TR 11   CH 10   NT  A-          47/96
BA   10   CR       1/2   TR 11   CH 10   NT  G#--        23/96
BA   10   CR       3/4   TR  3   CH  3   NT  E           35/48
BA   10   CR       3/4   TR  4   CH  4   NT  E-          35/48
BA   10   CR       3/4   TR  6   CH  6   NT  G           71/96
BA   10   CR       3/4   TR  7   CH  7   NT  C-          71/96
BA   10   CR       3/4   TR  8   CH  8   NT  C--         71/96
BA   10   CR       3/4   TR  9   CH  9   NT  C-          71/96
BA   10   CR       3/4   TR 10   CH 11   NT  G-          71/96
BA   10   CR       3/4   TR 10   CH 11   NT  E-          71/96
BA   10   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   10   CR       3/4   TR 11   CH 10   NT  C--         23/96
BA   10   CR         1   TR 11   CH 10   NT  C--         23/96
BA   10   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   10   CR     1+1/4   TR 11   CH 10   NT  G#--        23/96
BA   10   CR     1+1/4   TR 11   CH 10   NT  E--         23/96
BA   10   CR     1+1/2   TR  3   CH  3   NT  D         1+95/96
BA   10   CR     1+1/2   TR  4   CH  4   NT  D-        1+95/96
BA   10   CR     1+1/2   TR  6   CH  6   NT  F           71/96
BA   10   CR     1+1/2   TR  7   CH  7   NT  Bb--        71/96
BA   10   CR     1+1/2   TR  8   CH  8   NT  Bb---       71/96
BA   10   CR     1+1/2   TR  9   CH  9   NT  Bb--        71/96
BA   10   CR     1+1/2   TR 10   CH 11   NT  F-          71/96
BA   10   CR     1+1/2   TR 10   CH 11   NT  D-        1+47/96
BA   10   CR     1+1/2   TR 11   CH 10   NT  G-          47/96
BA   10   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA   10   CR     1+1/2   TR 11   CH 10   NT  C--         23/96
BA   10   CR     1+3/4   TR 11   CH 10   NT  C--         23/96
BA   10   CR     1+3/4   TR 11   CH 10   NT  G#--        23/96
BA   10   CR         2   TR 11   CH 10   NT  D--         23/96
BA   10   CR         2   TR 11   CH 10   NT  A-          47/96
BA   10   CR         2   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     2+1/4   TR 11   CH 10   NT  C--         23/96
BA   10   CR     2+1/4   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     2+1/2   TR  7   CH  7   NT  Bb-         47/96
BA   10   CR     2+1/2   TR  8   CH  8   NT  Bb--        47/96
BA   10   CR     2+1/2   TR  9   CH  9   NT  Bb-         47/96
BA   10   CR     2+1/2   TR 11   CH 10   NT  E--         23/96
BA   10   CR     2+1/2   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     2+1/2   TR 11   CH 10   NT  A-          47/96
BA   10   CR     2+1/2   TR 11   CH 10   NT  D--         23/96
BA   10   CR     2+3/4   TR 11   CH 10   NT  D--         23/96
BA   10   CR     2+3/4   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     2+3/4   TR 11   CH 10   NT  E--         23/96
BA   10   CR         3   TR  7   CH  7   NT  A--         47/96
BA   10   CR         3   TR  8   CH  8   NT  A---        47/96
BA   10   CR         3   TR  9   CH  9   NT  A--         47/96
BA   10   CR         3   TR 11   CH 10   NT  C--         23/96
BA   10   CR         3   TR 11   CH 10   NT  E--         23/96
BA   10   CR         3   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR         3   TR 11   CH 10   NT  A-          47/96
BA   10   CR         3   TR 11   CH 10   NT  G-          47/96
BA   10   CR         3   TR 11   CH 10   NT  D--         23/96
BA   10   CR     3+1/4   TR 11   CH 10   NT  E--         23/96
BA   10   CR     3+1/4   TR 11   CH 10   NT  C--         23/96
BA   10   CR     3+1/4   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     3+1/4   TR 11   CH 10   NT  D--         23/96
BA   10   CR     3+1/2   TR  3   CH  3   NT  E           47/96
BA   10   CR     3+1/2   TR  4   CH  4   NT  E-          47/96
BA   10   CR     3+1/2   TR  6   CH  6   NT  G           47/96
BA   10   CR     3+1/2   TR  7   CH  7   NT  C'          47/96
BA   10   CR     3+1/2   TR  8   CH  8   NT  C           47/96
BA   10   CR     3+1/2   TR  9   CH  9   NT  C'          47/96
BA   10   CR     3+1/2   TR 10   CH 11   NT  G-          47/96
BA   10   CR     3+1/2   TR 10   CH 11   NT  E-          47/96
BA   10   CR     3+1/2   TR 11   CH 10   NT  D--         23/96
BA   10   CR     3+1/2   TR 11   CH 10   NT  G-          47/96
BA   10   CR     3+1/2   TR 11   CH 10   NT  A-          47/96
BA   10   CR     3+1/2   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     3+1/2   TR 11   CH 10   NT  C--         23/96
BA   10   CR     3+1/2   TR 11   CH 10   NT  E--         23/96
BA   10   CR     3+3/4   TR 11   CH 10   NT  D--         23/96
BA   10   CR     3+3/4   TR 11   CH 10   NT  Bb--        23/96
BA   10   CR     3+3/4   TR 11   CH 10   NT  C--         23/96
BA   10   CR     3+3/4   TR 11   CH 10   NT  E--         23/96

BA   11   CR         0   TR  3   CH  3   NT  A-          47/96
BA   11   CR         0   TR  4   CH  4   NT  A--         47/96
BA   11   CR         0   TR  5   CH  5   NT  A-          71/96   von=100
BA   11   CR         0   TR  6   CH  6   NT  A           71/96
BA   11   CR         0   TR  7   CH  7   NT  D-          23/96
BA   11   CR         0   TR  8   CH  8   NT  D--         23/96
BA   11   CR         0   TR  9   CH  9   NT  D-          23/96
BA   11   CR         0   TR 11   CH 10   NT  B---        23/96
BA   11   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   11   CR         0   TR 11   CH 10   NT  G-          71/96
BA   11   CR       1/4   TR  7   CH  7   NT  D-          47/96
BA   11   CR       1/4   TR  8   CH  8   NT  D--         47/96
BA   11   CR       1/4   TR  9   CH  9   NT  D-          47/96
BA   11   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   11   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   11   CR       1/2   TR  3   CH  3   NT  D           47/96
BA   11   CR       1/2   TR  4   CH  4   NT  D-          47/96
BA   11   CR       1/2   TR 11   CH 10   NT  Bb--        47/96
BA   11   CR       1/2   TR 11   CH 10   NT  C--         23/96
BA   11   CR       3/4   TR  5   CH  5   NT  D-          47/96
BA   11   CR       3/4   TR  6   CH  6   NT  D           47/96
BA   11   CR       3/4   TR  7   CH  7   NT  F-          23/96
BA   11   CR       3/4   TR  8   CH  8   NT  F--         23/96
BA   11   CR       3/4   TR  9   CH  9   NT  F-          23/96
BA   11   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   11   CR         1   TR  3   CH  3   NT  F           47/96
BA   11   CR         1   TR  4   CH  4   NT  F-          47/96
BA   11   CR         1   TR  7   CH  7   NT  F-          47/96
BA   11   CR         1   TR  8   CH  8   NT  F--         47/96
BA   11   CR         1   TR  9   CH  9   NT  F-          47/96
BA   11   CR         1   TR 11   CH 10   NT  B---        23/96
BA   11   CR         1   TR 11   CH 10   NT  D--         23/96
BA   11   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   11   CR     1+1/4   TR  5   CH  5   NT  F-          47/96
BA   11   CR     1+1/4   TR  6   CH  6   NT  F           47/96
BA   11   CR     1+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   11   CR     1+1/4   TR 11   CH 10   NT  C--         23/96
BA   11   CR     1+1/2   TR  3   CH  3   NT  A-          23/96
BA   11   CR     1+1/2   TR  4   CH  4   NT  A--         23/96
BA   11   CR     1+1/2   TR  7   CH  7   NT  A-          23/96
BA   11   CR     1+1/2   TR  8   CH  8   NT  A--         23/96
BA   11   CR     1+1/2   TR  9   CH  9   NT  A-          23/96
BA   11   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA   11   CR     1+1/2   TR 11   CH 10   NT  C--         23/96
BA   11   CR     1+3/4   TR  3   CH  3   NT  D           47/96
BA   11   CR     1+3/4   TR  4   CH  4   NT  D-          47/96
BA   11   CR     1+3/4   TR  5   CH  5   NT  C           23/96
BA   11   CR     1+3/4   TR  6   CH  6   NT  C'          23/96
BA   11   CR     1+3/4   TR  7   CH  7   NT  A-          47/96
BA   11   CR     1+3/4   TR  8   CH  8   NT  A--         47/96
BA   11   CR     1+3/4   TR  9   CH  9   NT  A-          47/96
BA   11   CR     1+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   11   CR         2   TR  5   CH  5   NT  C           71/96
BA   11   CR         2   TR  6   CH  6   NT  C'          71/96
BA   11   CR         2   TR 11   CH 10   NT  B---        23/96
BA   11   CR         2   TR 11   CH 10   NT  G#--        23/96
BA   11   CR     2+1/4   TR  3   CH  3   NT  F           47/96
BA   11   CR     2+1/4   TR  4   CH  4   NT  F-          47/96
BA   11   CR     2+1/4   TR  7   CH  7   NT  F-          23/96
BA   11   CR     2+1/4   TR  8   CH  8   NT  F--         23/96
BA   11   CR     2+1/4   TR  9   CH  9   NT  F-          23/96
BA   11   CR     2+1/4   TR 11   CH 10   NT  G#--        23/96
BA   11   CR     2+1/4   TR 11   CH 10   NT  C--         23/96
BA   11   CR     2+1/2   TR  7   CH  7   NT  F-          47/96
BA   11   CR     2+1/2   TR  8   CH  8   NT  F--         47/96
BA   11   CR     2+1/2   TR  9   CH  9   NT  F-          47/96
BA   11   CR     2+1/2   TR 11   CH 10   NT  Bb--        47/96
BA   11   CR     2+1/2   TR 11   CH 10   NT  C--         23/96
BA   11   CR     2+3/4   TR  3   CH  3   NT  A-          47/96
BA   11   CR     2+3/4   TR  4   CH  4   NT  A--         47/96
BA   11   CR     2+3/4   TR  5   CH  5   NT  D-          47/96
BA   11   CR     2+3/4   TR  6   CH  6   NT  D           47/96
BA   11   CR     2+3/4   TR 11   CH 10   NT  G#--        23/96
BA   11   CR         3   TR  7   CH  7   NT  D-          23/96
BA   11   CR         3   TR  8   CH  8   NT  D--         23/96
BA   11   CR         3   TR  9   CH  9   NT  D-          23/96
BA   11   CR         3   TR 11   CH 10   NT  G#--        23/96
BA   11   CR         3   TR 11   CH 10   NT  D--         23/96
BA   11   CR         3   TR 11   CH 10   NT  B---        23/96
BA   11   CR     3+1/4   TR  3   CH  3   NT  D           47/96
BA   11   CR     3+1/4   TR  4   CH  4   NT  D-          47/96
BA   11   CR     3+1/4   TR  5   CH  5   NT  F-          47/96
BA   11   CR     3+1/4   TR  6   CH  6   NT  F           47/96
BA   11   CR     3+1/4   TR  7   CH  7   NT  D-          47/96
BA   11   CR     3+1/4   TR  8   CH  8   NT  D--         47/96
BA   11   CR     3+1/4   TR  9   CH  9   NT  D-          47/96
BA   11   CR     3+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   11   CR     3+1/4   TR 11   CH 10   NT  C--         23/96
BA   11   CR     3+1/2   TR 11   CH 10   NT  G#--        23/96
BA   11   CR     3+1/2   TR 11   CH 10   NT  C--         23/96
BA   11   CR     3+3/4   TR  3   CH  3   NT  F           23/96
BA   11   CR     3+3/4   TR  4   CH  4   NT  F-          23/96
BA   11   CR     3+3/4   TR  5   CH  5   NT  A-          23/96
BA   11   CR     3+3/4   TR  6   CH  6   NT  A           23/96
BA   11   CR     3+3/4   TR  7   CH  7   NT  D-          23/96
BA   11   CR     3+3/4   TR  8   CH  8   NT  D--         23/96
BA   11   CR     3+3/4   TR  9   CH  9   NT  D-          23/96
BA   11   CR     3+3/4   TR 11   CH 10   NT  Bb--        47/96

BA   12   CR         0   TR  3   CH  3   NT  G-          47/96
BA   12   CR         0   TR  4   CH  4   NT  G--         47/96
BA   12   CR         0   TR  5   CH  5   NT  A-          71/96
BA   12   CR         0   TR  6   CH  6   NT  A           71/96
BA   12   CR         0   TR  7   CH  7   NT  C-          23/96
BA   12   CR         0   TR  8   CH  8   NT  C--         23/96
BA   12   CR         0   TR  9   CH  9   NT  C-          23/96
BA   12   CR         0   TR 11   CH 10   NT  B---        23/96
BA   12   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   12   CR         0   TR 11   CH 10   NT  G-          71/96
BA   12   CR       1/4   TR  7   CH  7   NT  C-          47/96
BA   12   CR       1/4   TR  8   CH  8   NT  C--         47/96
BA   12   CR       1/4   TR  9   CH  9   NT  C-          47/96
BA   12   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   12   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   12   CR       1/2   TR  3   CH  3   NT  C           47/96
BA   12   CR       1/2   TR  4   CH  4   NT  C-          47/96
BA   12   CR       1/2   TR 11   CH 10   NT  Bb--        47/96
BA   12   CR       1/2   TR 11   CH 10   NT  C--         23/96
BA   12   CR       3/4   TR  5   CH  5   NT  D-          47/96
BA   12   CR       3/4   TR  6   CH  6   NT  D           47/96
BA   12   CR       3/4   TR  7   CH  7   NT  E-          23/96
BA   12   CR       3/4   TR  8   CH  8   NT  E--         23/96
BA   12   CR       3/4   TR  9   CH  9   NT  E-          23/96
BA   12   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   12   CR         1   TR  3   CH  3   NT  E           47/96
BA   12   CR         1   TR  4   CH  4   NT  E-          47/96
BA   12   CR         1   TR  7   CH  7   NT  E-          47/96
BA   12   CR         1   TR  8   CH  8   NT  E--         47/96
BA   12   CR         1   TR  9   CH  9   NT  E-          47/96
BA   12   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   12   CR         1   TR 11   CH 10   NT  D--         23/96
BA   12   CR         1   TR 11   CH 10   NT  B---        23/96
BA   12   CR     1+1/4   TR  5   CH  5   NT  F-          47/96
BA   12   CR     1+1/4   TR  6   CH  6   NT  F           47/96
BA   12   CR     1+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   12   CR     1+1/4   TR 11   CH 10   NT  C--         23/96
BA   12   CR     1+1/2   TR  3   CH  3   NT  G-          23/96
BA   12   CR     1+1/2   TR  4   CH  4   NT  G--         23/96
BA   12   CR     1+1/2   TR  7   CH  7   NT  G-          23/96
BA   12   CR     1+1/2   TR  8   CH  8   NT  G--         23/96
BA   12   CR     1+1/2   TR  9   CH  9   NT  G-          23/96
BA   12   CR     1+1/2   TR 11   CH 10   NT  C--         23/96
BA   12   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA   12   CR     1+3/4   TR  3   CH  3   NT  C           47/96
BA   12   CR     1+3/4   TR  4   CH  4   NT  C-          47/96
BA   12   CR     1+3/4   TR  5   CH  5   NT  C           23/96
BA   12   CR     1+3/4   TR  6   CH  6   NT  C'          23/96
BA   12   CR     1+3/4   TR  7   CH  7   NT  G-          47/96
BA   12   CR     1+3/4   TR  8   CH  8   NT  G--         47/96
BA   12   CR     1+3/4   TR  9   CH  9   NT  G-          47/96
BA   12   CR     1+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   12   CR         2   TR  5   CH  5   NT  C           71/96
BA   12   CR         2   TR  6   CH  6   NT  C'          71/96
BA   12   CR         2   TR 11   CH 10   NT  B---        23/96
BA   12   CR         2   TR 11   CH 10   NT  G#--        23/96
BA   12   CR     2+1/4   TR  3   CH  3   NT  E           47/96
BA   12   CR     2+1/4   TR  4   CH  4   NT  E-          47/96
BA   12   CR     2+1/4   TR  7   CH  7   NT  E-          23/96
BA   12   CR     2+1/4   TR  8   CH  8   NT  E--         23/96
BA   12   CR     2+1/4   TR  9   CH  9   NT  E-          23/96
BA   12   CR     2+1/4   TR 11   CH 10   NT  C--         23/96
BA   12   CR     2+1/4   TR 11   CH 10   NT  G#--        23/96
BA   12   CR     2+1/2   TR  7   CH  7   NT  E-          47/96
BA   12   CR     2+1/2   TR  8   CH  8   NT  E--         47/96
BA   12   CR     2+1/2   TR  9   CH  9   NT  E-          47/96
BA   12   CR     2+1/2   TR 11   CH 10   NT  Bb--        47/96
BA   12   CR     2+1/2   TR 11   CH 10   NT  C--         23/96
BA   12   CR     2+3/4   TR  3   CH  3   NT  G-          47/96
BA   12   CR     2+3/4   TR  4   CH  4   NT  G--         47/96
BA   12   CR     2+3/4   TR  5   CH  5   NT  D-          47/96
BA   12   CR     2+3/4   TR  6   CH  6   NT  D           47/96
BA   12   CR     2+3/4   TR 11   CH 10   NT  G#--        23/96
BA   12   CR         3   TR  7   CH  7   NT  C-          23/96
BA   12   CR         3   TR  8   CH  8   NT  C--         23/96
BA   12   CR         3   TR  9   CH  9   NT  C-          23/96
BA   12   CR         3   TR 11   CH 10   NT  G#--        23/96
BA   12   CR         3   TR 11   CH 10   NT  D--         23/96
BA   12   CR         3   TR 11   CH 10   NT  B---        23/96
BA   12   CR     3+1/4   TR  3   CH  3   NT  C           47/96
BA   12   CR     3+1/4   TR  4   CH  4   NT  C-          47/96
BA   12   CR     3+1/4   TR  5   CH  5   NT  F-          47/96
BA   12   CR     3+1/4   TR  6   CH  6   NT  F           47/96
BA   12   CR     3+1/4   TR  7   CH  7   NT  C-          47/96
BA   12   CR     3+1/4   TR  8   CH  8   NT  C--         47/96
BA   12   CR     3+1/4   TR  9   CH  9   NT  C-          47/96
BA   12   CR     3+1/4   TR 11   CH 10   NT  C--         23/96
BA   12   CR     3+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   12   CR     3+1/2   TR 11   CH 10   NT  G#--        23/96
BA   12   CR     3+1/2   TR 11   CH 10   NT  C--         23/96
BA   12   CR     3+3/4   TR  3   CH  3   NT  E           23/96
BA   12   CR     3+3/4   TR  4   CH  4   NT  E-          23/96
BA   12   CR     3+3/4   TR  5   CH  5   NT  A-          23/96
BA   12   CR     3+3/4   TR  6   CH  6   NT  A           23/96
BA   12   CR     3+3/4   TR  7   CH  7   NT  E-          23/96
BA   12   CR     3+3/4   TR  8   CH  8   NT  E--         23/96
BA   12   CR     3+3/4   TR  9   CH  9   NT  E-          23/96
BA   12   CR     3+3/4   TR 11   CH 10   NT  Bb--        47/96

BA   13   CR         0   TR  3   CH  3   NT  F-          47/96
BA   13   CR         0   TR  4   CH  4   NT  F--         47/96
BA   13   CR         0   TR  5   CH  5   NT  A-          71/96
BA   13   CR         0   TR  6   CH  6   NT  A           71/96
BA   13   CR         0   TR  7   CH  7   NT  Bb--        23/96
BA   13   CR         0   TR  8   CH  8   NT  Bb---       23/96
BA   13   CR         0   TR  9   CH  9   NT  Bb--        23/96
BA   13   CR         0   TR 11   CH 10   NT  B---        23/96
BA   13   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   13   CR         0   TR 11   CH 10   NT  G-          71/96
BA   13   CR       1/4   TR  7   CH  7   NT  Bb--        47/96
BA   13   CR       1/4   TR  8   CH  8   NT  Bb---       47/96
BA   13   CR       1/4   TR  9   CH  9   NT  Bb--        47/96
BA   13   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   13   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   13   CR       1/2   TR  3   CH  3   NT  Bb-         47/96
BA   13   CR       1/2   TR  4   CH  4   NT  Bb--        47/96
BA   13   CR       1/2   TR 11   CH 10   NT  C--         23/96
BA   13   CR       1/2   TR 11   CH 10   NT  Bb--        47/96
BA   13   CR       3/4   TR  5   CH  5   NT  D-          47/96
BA   13   CR       3/4   TR  6   CH  6   NT  D           47/96
BA   13   CR       3/4   TR  7   CH  7   NT  D-          23/96
BA   13   CR       3/4   TR  8   CH  8   NT  D--         23/96
BA   13   CR       3/4   TR  9   CH  9   NT  D-          23/96
BA   13   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   13   CR         1   TR  3   CH  3   NT  D           47/96
BA   13   CR         1   TR  4   CH  4   NT  D-          47/96
BA   13   CR         1   TR  7   CH  7   NT  D-          47/96
BA   13   CR         1   TR  8   CH  8   NT  D--         47/96
BA   13   CR         1   TR  9   CH  9   NT  D-          47/96
BA   13   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   13   CR         1   TR 11   CH 10   NT  D--         23/96
BA   13   CR         1   TR 11   CH 10   NT  B---        23/96
BA   13   CR     1+1/4   TR  5   CH  5   NT  F-          47/96
BA   13   CR     1+1/4   TR  6   CH  6   NT  F           47/96
BA   13   CR     1+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   13   CR     1+1/4   TR 11   CH 10   NT  C--         23/96
BA   13   CR     1+1/2   TR  3   CH  3   NT  F-          23/96
