format=1 tracks=17 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 135
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI Ch. 1"
BA    3   CR         2   TR  4   CH  4   NT  C#'         47/96
BA    3   CR     2+1/2   TR  1   CH  1   NT  A-          47/96
BA    3   CR     2+1/2   TR  2   CH  2   NT  A           47/96
BA    3   CR     2+1/2   TR  3   CH  3   NT  C#''        47/96
BA    3   CR     2+1/2   TR  4   CH  4   NT  C#'         47/96
BA    3   CR         3   TR  1   CH  1   NT  C#          47/96
BA    3   CR         3   TR  2   CH  2   NT  C#'         47/96
BA    3   CR         3   TR  3   CH  3   NT  F#''        47/96
BA    3   CR         3   TR  4   CH  4   NT  F#'         47/96
BA    3   CR     3+1/2   TR  1   CH  1   NT  A-          47/96

BA    4   CR         0   TR  1   CH  1   NT  C#-         47/96
BA    4   CR         0   TR  2   CH  2   NT  G#          47/96
BA    4   CR         0   TR  3   CH  3   NT  C''         47/96
BA    4   CR         0   TR  4   CH  4   NT  C'          47/96
BA    4   CR       1/2   TR  1   CH  1   NT  G#-         47/96
BA    4   CR       1/2   TR  2   CH  2   NT  G#          47/96
BA    4   CR       1/2   TR  3   CH  3   NT  C''         47/96
BA    4   CR       1/2   TR  4   CH  4   NT  C'          47/96
BA    4   CR         1   TR  1   CH  1   NT  C           47/96
BA    4   CR         1   TR  2   CH  2   NT  C'          47/96
BA    4   CR         1   TR  3   CH  3   NT  F''         47/96
BA    4   CR         1   TR  4   CH  4   NT  F'          47/96
BA    4   CR     1+1/2   TR  1   CH  1   NT  G#-         47/96
BA    4   CR     1+1/2   TR  2   CH  2   NT  B           47/96
BA    4   CR     1+1/2   TR  3   CH  3   NT  Eb''        47/96
BA    4   CR     1+1/2   TR  4   CH  4   NT  Eb'         47/96
BA    4   CR         2   TR  1   CH  1   NT  D-          47/96
BA    4   CR         2   TR  2   CH  2   NT  A           47/96
BA    4   CR         2   TR  3   CH  3   NT  C#''        47/96
BA    4   CR         2   TR  4   CH  4   NT  C#'         47/96
BA    4   CR     2+1/2   TR  1   CH  1   NT  A-          47/96
BA    4   CR     2+1/2   TR  2   CH  2   NT  A           47/96
BA    4   CR     2+1/2   TR  3   CH  3   NT  C#''        47/96
BA    4   CR     2+1/2   TR  4   CH  4   NT  C#'         47/96
BA    4   CR         3   TR  1   CH  1   NT  C#          47/96
BA    4   CR         3   TR  2   CH  2   NT  C#'         47/96
BA    4   CR         3   TR  3   CH  3   NT  F#''        47/96
BA    4   CR         3   TR  4   CH  4   NT  F#'         47/96
BA    4   CR     3+1/2   TR  1   CH  1   NT  A-          47/96

BA    5   CR         0   TR  1   CH  1   NT  Eb-         47/96
BA    5   CR         0   TR  2   CH  2   NT  G'          47/96
BA    5   CR         0   TR  3   CH  3   NT  D'          47/96
BA    5   CR         0   TR  4   CH  4   NT  C'          47/96
BA    5   CR         0   TR  5   CH  5   NT  G#          47/96   von=127
BA    5   CR       1/2   TR  1   CH  1   NT  Eb-         47/96
BA    5   CR       1/2   TR  2   CH  2   NT  G'          47/96
BA    5   CR       1/2   TR  3   CH  3   NT  D'          47/96
BA    5   CR       1/2   TR  4   CH  4   NT  C'          47/96
BA    5   CR         1   TR  1   CH  1   NT  Eb-         47/96
BA    5   CR         1   TR  2   CH  2   NT  G'          47/96
BA    5   CR         1   TR  3   CH  3   NT  D'          47/96
BA    5   CR         1   TR  4   CH  4   NT  C'          47/96
BA    5   CR         1   TR  5   CH  5   NT  E           47/96
BA    5   CR     1+1/2   TR  1   CH  1   NT  D-          47/96
BA    5   CR     1+1/2   TR  2   CH  2   NT  F#'         47/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  C#'         47/96
BA    5   CR     1+1/2   TR  4   CH  4   NT  B           47/96
BA    5   CR         2   TR  1   CH  1   NT  Eb-         47/96
BA    5   CR         2   TR  2   CH  2   NT  G'          47/96
BA    5   CR         2   TR  3   CH  3   NT  D'          47/96
BA    5   CR         2   TR  4   CH  4   NT  C'          47/96
BA    5   CR         2   TR  5   CH  5   NT  G#          47/96
BA    5   CR     2+1/2   TR  1   CH  1   NT  Eb-         47/96
BA    5   CR     2+1/2   TR  2   CH  2   NT  G'          47/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  D'          47/96
BA    5   CR     2+1/2   TR  4   CH  4   NT  C'          47/96
BA    5   CR         3   TR  1   CH  1   NT  Eb-         47/96
BA    5   CR         3   TR  2   CH  2   NT  G'          47/96
BA    5   CR         3   TR  3   CH  3   NT  D'          47/96
BA    5   CR         3   TR  4   CH  4   NT  C'          47/96
BA    5   CR         3   TR  5   CH  5   NT  E           47/96
BA    5   CR     3+1/2   TR  1   CH  1   NT  F-          47/96
BA    5   CR     3+1/2   TR  2   CH  2   NT  A'          47/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  E'          47/96
BA    5   CR     3+1/2   TR  4   CH  4   NT  D'          47/96

BA    6   CR         0   TR  1   CH  1   NT  Eb-         47/96
BA    6   CR         0   TR  2   CH  2   NT  G'          47/96
BA    6   CR         0   TR  3   CH  3   NT  D'          47/96
BA    6   CR         0   TR  4   CH  4   NT  C'          47/96
BA    6   CR         0   TR  5   CH  5   NT  G#          47/96
BA    6   CR       1/2   TR  1   CH  1   NT  Eb-         47/96
BA    6   CR       1/2   TR  2   CH  2   NT  G'          47/96
BA    6   CR       1/2   TR  3   CH  3   NT  D'          47/96
BA    6   CR       1/2   TR  4   CH  4   NT  C'          47/96
BA    6   CR         1   TR  1   CH  1   NT  Eb-         47/96
BA    6   CR         1   TR  2   CH  2   NT  G'          47/96
BA    6   CR         1   TR  3   CH  3   NT  D'          47/96
BA    6   CR         1   TR  4   CH  4   NT  C'          47/96
BA    6   CR         1   TR  5   CH  5   NT  E           47/96
BA    6   CR     1+1/2   TR  1   CH  1   NT  D-          47/96
BA    6   CR     1+1/2   TR  2   CH  2   NT  F#'         47/96
BA    6   CR     1+1/2   TR  3   CH  3   NT  C#'         47/96
BA    6   CR     1+1/2   TR  4   CH  4   NT  B           47/96
BA    6   CR         2   TR  1   CH  1   NT  Eb-         47/96
BA    6   CR         2   TR  2   CH  2   NT  G'          47/96
BA    6   CR         2   TR  3   CH  3   NT  D'          47/96
BA    6   CR         2   TR  4   CH  4   NT  C'          47/96
BA    6   CR         2   TR  5   CH  5   NT  G#          47/96
BA    6   CR     2+1/8   TR  6   CH  6   NT  G'          11/96   von=127
BA    6   CR     2+1/4   TR  6   CH  6   NT  A'          11/96
BA    6   CR     2+3/8   TR  6   CH  6   NT  B'          11/96
BA    6   CR     2+1/2   TR  1   CH  1   NT  Eb-         47/96
BA    6   CR     2+1/2   TR  2   CH  2   NT  G'          47/96
BA    6   CR     2+1/2   TR  3   CH  3   NT  D'          47/96
BA    6   CR     2+1/2   TR  4   CH  4   NT  C'          47/96
BA    6   CR     2+1/2   TR  6   CH  6   NT  C''         11/96
BA    6   CR     2+5/8   TR  6   CH  6   NT  D''         11/96
BA    6   CR     2+3/4   TR  6   CH  6   NT  E''         11/96
BA    6   CR     2+7/8   TR  6   CH  6   NT  F#''        11/96
BA    6   CR         3   TR  1   CH  1   NT  Eb-         47/96
BA    6   CR         3   TR  2   CH  2   NT  G'          47/96
BA    6   CR         3   TR  3   CH  3   NT  D'          47/96
BA    6   CR         3   TR  4   CH  4   NT  C'          47/96
BA    6   CR         3   TR  5   CH  5   NT  E           47/96
BA    6   CR         3   TR  6   CH  6   NT  G''         59/96

BA    7   CR         0   TR  1   CH  1   NT  F-          47/96
BA    7   CR         0   TR  2   CH  2   NT  A'          47/96
BA    7   CR         0   TR  3   CH  3   NT  E'          47/96
BA    7   CR         0   TR  4   CH  4   NT  D'          47/96
BA    7   CR         0   TR  5   CH  5   NT  G#          47/96
BA    7   CR       1/2   TR  1   CH  1   NT  F-          47/96
BA    7   CR       1/2   TR  2   CH  2   NT  A'          47/96
BA    7   CR       1/2   TR  3   CH  3   NT  E'          47/96
BA    7   CR       1/2   TR  4   CH  4   NT  D'          47/96
BA    7   CR         1   TR  1   CH  1   NT  F-          47/96
BA    7   CR         1   TR  2   CH  2   NT  A'          47/96
BA    7   CR         1   TR  3   CH  3   NT  E'          47/96
BA    7   CR         1   TR  4   CH  4   NT  D'          47/96
BA    7   CR         1   TR  5   CH  5   NT  E           47/96
BA    7   CR     1+1/2   TR  1   CH  1   NT  E-          47/96
BA    7   CR     1+1/2   TR  2   CH  2   NT  G#'         47/96
BA    7   CR     1+1/2   TR  3   CH  3   NT  Eb'         47/96
BA    7   CR     1+1/2   TR  4   CH  4   NT  C#'         47/96
BA    7   CR         2   TR  1   CH  1   NT  F-          47/96
BA    7   CR         2   TR  2   CH  2   NT  A'          47/96
BA    7   CR         2   TR  3   CH  3   NT  E'          47/96
BA    7   CR         2   TR  4   CH  4   NT  D'          47/96
BA    7   CR         2   TR  5   CH  5   NT  G#          47/96
BA    7   CR     2+1/2   TR  1   CH  1   NT  F-          47/96
BA    7   CR     2+1/2   TR  2   CH  2   NT  A'          47/96
BA    7   CR     2+1/2   TR  3   CH  3   NT  E'          47/96
BA    7   CR     2+1/2   TR  4   CH  4   NT  D'          47/96
BA    7   CR         3   TR  1   CH  1   NT  F-          47/96
BA    7   CR         3   TR  2   CH  2   NT  A'          47/96
BA    7   CR         3   TR  3   CH  3   NT  E'          47/96
BA    7   CR         3   TR  4   CH  4   NT  D'          47/96
BA    7   CR         3   TR  5   CH  5   NT  E           47/96
BA    7   CR     3+1/2   TR  1   CH  1   NT  G-          47/96
BA    7   CR     3+1/2   TR  2   CH  2   NT  B'          47/96
BA    7   CR     3+1/2   TR  3   CH  3   NT  F#'         47/96
BA    7   CR     3+1/2   TR  4   CH  4   NT  E'          47/96

BA    8   CR         0   TR  1   CH  1   NT  F-          47/96
BA    8   CR         0   TR  2   CH  2   NT  A'          47/96
BA    8   CR         0   TR  3   CH  3   NT  E'          47/96
BA    8   CR         0   TR  4   CH  4   NT  D'          47/96
BA    8   CR         0   TR  5   CH  5   NT  G#          47/96
BA    8   CR       1/2   TR  1   CH  1   NT  F-          47/96
BA    8   CR       1/2   TR  2   CH  2   NT  A'          47/96
BA    8   CR       1/2   TR  3   CH  3   NT  E'          47/96
BA    8   CR       1/2   TR  4   CH  4   NT  D'          47/96
BA    8   CR         1   TR  1   CH  1   NT  F-          47/96
BA    8   CR         1   TR  2   CH  2   NT  A'          47/96
BA    8   CR         1   TR  3   CH  3   NT  E'          47/96
BA    8   CR         1   TR  4   CH  4   NT  D'          47/96
BA    8   CR         1   TR  5   CH  5   NT  E           47/96
BA    8   CR     1+1/2   TR  1   CH  1   NT  E-          47/96
BA    8   CR     1+1/2   TR  2   CH  2   NT  G#'         47/96
BA    8   CR     1+1/2   TR  3   CH  3   NT  Eb'         47/96
BA    8   CR     1+1/2   TR  4   CH  4   NT  C#'         47/96
BA    8   CR         2   TR  1   CH  1   NT  F-          47/96
BA    8   CR         2   TR  2   CH  2   NT  A'          47/96
BA    8   CR         2   TR  3   CH  3   NT  E'          47/96
BA    8   CR         2   TR  4   CH  4   NT  D'          47/96
BA    8   CR         2   TR  5   CH  5   NT  G#          47/96
BA    8   CR     2+1/8   TR  6   CH  6   NT  G'          11/96
BA    8   CR     2+1/4   TR  6   CH  6   NT  A'          11/96
BA    8   CR     2+3/8   TR  6   CH  6   NT  B'          11/96
BA    8   CR     2+1/2   TR  1   CH  1   NT  F-          47/96
BA    8   CR     2+1/2   TR  2   CH  2   NT  A'          47/96
BA    8   CR     2+1/2   TR  3   CH  3   NT  E'          47/96
BA    8   CR     2+1/2   TR  4   CH  4   NT  D'          47/96
BA    8   CR     2+1/2   TR  6   CH  6   NT  C''         11/96
BA    8   CR     2+5/8   TR  6   CH  6   NT  D''         11/96
BA    8   CR     2+3/4   TR  6   CH  6   NT  E''         11/96
BA    8   CR     2+7/8   TR  6   CH  6   NT  F#''        11/96
BA    8   CR         3   TR  1   CH  1   NT  F-          47/96
BA    8   CR         3   TR  2   CH  2   NT  A'          47/96
BA    8   CR         3   TR  3   CH  3   NT  E'          47/96
BA    8   CR         3   TR  4   CH  4   NT  D'          47/96
BA    8   CR         3   TR  5   CH  5   NT  E           47/96
BA    8   CR         3   TR  6   CH  6   NT  G''         59/96

BA    9   CR         0   TR  2   CH  2   NT  B'          47/96
BA    9   CR         0   TR  3   CH  3   NT  G'          47/96
BA    9   CR         0   TR  3   CH  3   NT  B'          47/96
BA    9   CR         0   TR  4   CH  4   NT  C--         47/96
BA    9   CR       1/2   TR  2   CH  2   NT  G'          47/96
BA    9   CR       1/2   TR  3   CH  3   NT  E'          47/96
BA    9   CR       1/2   TR  3   CH  3   NT  G'          47/96
BA    9   CR         1   TR  2   CH  2   NT  E'          47/96
BA    9   CR         1   TR  3   CH  3   NT  B           47/96
BA    9   CR         1   TR  3   CH  3   NT  E'          47/96
BA    9   CR     1+1/2   TR  2   CH  2   NT  G'          47/96
BA    9   CR     1+1/2   TR  3   CH  3   NT  E'          47/96
BA    9   CR     1+1/2   TR  3   CH  3   NT  G'          47/96
BA    9   CR     1+1/2   TR  4   CH  4   NT  C-          47/96
BA    9   CR         2   TR  2   CH  2   NT  E'          47/96
BA    9   CR         2   TR  3   CH  3   NT  B           47/96
BA    9   CR         2   TR  3   CH  3   NT  E'          47/96
BA    9   CR     2+1/2   TR  2   CH  2   NT  B           47/96
BA    9   CR     2+1/2   TR  3   CH  3   NT  G           47/96
BA    9   CR     2+1/2   TR  3   CH  3   NT  B           47/96
BA    9   CR         3   TR  2   CH  2   NT  E'          47/96
BA    9   CR         3   TR  3   CH  3   NT  B           47/96
BA    9   CR         3   TR  3   CH  3   NT  E'          47/96
BA    9   CR         3   TR  4   CH  4   NT  C-          47/96
BA    9   CR     3+1/2   TR  2   CH  2   NT  B           47/96
BA    9   CR     3+1/2   TR  3   CH  3   NT  G           47/96
BA    9   CR     3+1/2   TR  3   CH  3   NT  B           47/96

BA   10   CR         0   TR  2   CH  2   NT  G           47/96
BA   10   CR         0   TR  3   CH  3   NT  E           47/96
BA   10   CR         0   TR  3   CH  3   NT  G           47/96
BA   10   CR       1/2   TR  2   CH  2   NT  B           47/96
BA   10   CR       1/2   TR  3   CH  3   NT  G           47/96
BA   10   CR       1/2   TR  3   CH  3   NT  B           47/96
BA   10   CR       1/2   TR  4   CH  4   NT  C-          47/96
BA   10   CR         1   TR  2   CH  2   NT  G           47/96
BA   10   CR         1   TR  3   CH  3   NT  E           47/96
BA   10   CR         1   TR  3   CH  3   NT  G           47/96
BA   10   CR     1+1/2   TR  2   CH  2   NT  E           47/96
BA   10   CR     1+1/2   TR  3   CH  3   NT  E           47/96
BA   10   CR     1+1/2   TR  3   CH  3   NT  C           47/96
BA   10   CR         2   TR  2   CH  2   NT  G           47/96
BA   10   CR         2   TR  3   CH  3   NT  E           47/96
BA   10   CR         2   TR  3   CH  3   NT  G           47/96
BA   10   CR         2   TR  4   CH  4   NT  C-          47/96
BA   10   CR     2+1/2   TR  2   CH  2   NT  E           47/96
BA   10   CR     2+1/2   TR  3   CH  3   NT  C           47/96
BA   10   CR     2+1/2   TR  3   CH  3   NT  E           47/96
BA   10   CR         3   TR  2   CH  2   NT  C           47/96
BA   10   CR         3   TR  3   CH  3   NT  G-          47/96
BA   10   CR         3   TR  3   CH  3   NT  C           47/96
BA   10   CR     3+1/2   TR  2   CH  2   NT  G-          47/96
BA   10   CR     3+1/2   TR  3   CH  3   NT  G-          47/96
BA   10   CR     3+1/2   TR  3   CH  3   NT  E-          47/96

BA   11   CR         0   TR  2   CH  2   NT  G-          47/96
BA   11   CR         0   TR  3   CH  3   NT  E-          47/96
BA   11   CR         0   TR  3   CH  3   NT  G-          47/96
BA   11   CR         0   TR  4   CH  4   NT  F--         47/96
BA   11   CR       1/2   TR  2   CH  2   NT  B-          47/96
BA   11   CR       1/2   TR  3   CH  3   NT  G-          47/96
BA   11   CR       1/2   TR  3   CH  3   NT  B-          47/96
BA   11   CR         1   TR  2   CH  2   NT  G           47/96
BA   11   CR         1   TR  3   CH  3   NT  Eb          47/96
BA   11   CR         1   TR  3   CH  3   NT  G           47/96
BA   11   CR     1+1/2   TR  2   CH  2   NT  B-          47/96
BA   11   CR     1+1/2   TR  3   CH  3   NT  G-          47/96
BA   11   CR     1+1/2   TR  3   CH  3   NT  B-          47/96
BA   11   CR     1+1/2   TR  4   CH  4   NT  F--         47/96
BA   11   CR         2   TR  2   CH  2   NT  G           47/96
BA   11   CR         2   TR  3   CH  3   NT  Eb          47/96
BA   11   CR         2   TR  3   CH  3   NT  G           47/96
BA   11   CR     2+1/2   TR  2   CH  2   NT  B           47/96
BA   11   CR     2+1/2   TR  3   CH  3   NT  G           47/96
BA   11   CR     2+1/2   TR  3   CH  3   NT  B           47/96
BA   11   CR         3   TR  2   CH  2   NT  G           47/96
BA   11   CR         3   TR  3   CH  3   NT  Eb          47/96
BA   11   CR         3   TR  3   CH  3   NT  G           47/96
BA   11   CR         3   TR  4   CH  4   NT  F--         47/96
BA   11   CR     3+1/2   TR  2   CH  2   NT  B           47/96
BA   11   CR     3+1/2   TR  3   CH  3   NT  G           47/96
BA   11   CR     3+1/2   TR  3   CH  3   NT  B           47/96

BA   12   CR         0   TR  2   CH  2   NT  G'          47/96
BA   12   CR         0   TR  3   CH  3   NT  E'          47/96
BA   12   CR         0   TR  3   CH  3   NT  G'          47/96
BA   12   CR       1/2   TR  2   CH  2   NT  B           47/96
BA   12   CR       1/2   TR  3   CH  3   NT  G           47/96
BA   12   CR       1/2   TR  3   CH  3   NT  B           47/96
BA   12   CR       1/2   TR  4   CH  4   NT  F--         47/96
BA   12   CR         1   TR  2   CH  2   NT  G'          47/96
BA   12   CR         1   TR  3   CH  3   NT  E'          47/96
BA   12   CR         1   TR  3   CH  3   NT  G'          47/96
BA   12   CR     1+1/2   TR  2   CH  2   NT  D''         47/96
BA   12   CR     1+1/2   TR  3   CH  3   NT  Bb'         47/96
BA   12   CR     1+1/2   TR  3   CH  3   NT  D''         47/96
BA   12   CR         2   TR  2   CH  2   NT  G''         47/96
BA   12   CR         2   TR  3   CH  3   NT  D''         47/96
BA   12   CR         2   TR  3   CH  3   NT  G''         47/96
BA   12   CR         2   TR  4   CH  4   NT  F--         47/96
BA   12   CR     2+1/2   TR  2   CH  2   NT  G''         47/96
BA   12   CR     2+1/2   TR  3   CH  3   NT  D''         47/96
BA   12   CR     2+1/2   TR  3   CH  3   NT  G''         47/96
BA   12   CR     2+1/2   TR  4   CH  4   NT  F--         47/96
BA   12   CR         3   TR  2   CH  2   NT  G''         47/96
BA   12   CR         3   TR  3   CH  3   NT  D''         47/96
BA   12   CR         3   TR  3   CH  3   NT  G''         47/96
BA   12   CR         3   TR  4   CH  4   NT  F--         47/96

BA   13   CR         0   TR  1   CH  1   NT  Bb--        47/96
BA   13   CR         0   TR  2   CH  2   NT  F           47/96
BA   13   CR         0   TR  3   CH  3   NT  A'          47/96
BA   13   CR         0   TR  4   CH  4   NT  A           47/96
BA   13   CR       1/2   TR  1   CH  1   NT  F-          47/96
BA   13   CR       1/2   TR  2   CH  2   NT  F           47/96
BA   13   CR       1/2   TR  3   CH  3   NT  A'          47/96
BA   13   CR       1/2   TR  4   CH  4   NT  A           47/96
BA   13   CR         1   TR  1   CH  1   NT  A-          47/96
BA   13   CR         1   TR  2   CH  2   NT  A           47/96
BA   13   CR         1   TR  3   CH  3   NT  D''         47/96
BA   13   CR         1   TR  4   CH  4   NT  D'          47/96
BA   13   CR     1+1/2   TR  1   CH  1   NT  F-          47/96
BA   13   CR         2   TR  1   CH  1   NT  B--         47/96
BA   13   CR         2   TR  2   CH  2   NT  F#          47/96
BA   13   CR         2   TR  3   CH  3   NT  Bb'         47/96
BA   13   CR         2   TR  4   CH  4   NT  Bb          47/96
BA   13   CR     2+1/2   TR  1   CH  1   NT  F#-         47/96
BA   13   CR     2+1/2   TR  2   CH  2   NT  F#          47/96
BA   13   CR     2+1/2   TR  3   CH  3   NT  Bb'         47/96
BA   13   CR     2+1/2   TR  4   CH  4   NT  Bb          47/96
BA   13   CR         3   TR  1   CH  1   NT  Bb-         47/96
BA   13   CR         3   TR  2   CH  2   NT  Bb          47/96
BA   13   CR         3   TR  3   CH  3   NT  Eb''        47/96
BA   13   CR         3   TR  4   CH  4   NT  Eb'         47/96
BA   13   CR     3+1/2   TR  1   CH  1   NT  F#-         47/96

BA   14   CR         0   TR  1   CH  1   NT  Bb--        47/96
BA   14   CR         0   TR  2   CH  2   NT  F           47/96
BA   14   CR         0   TR  3   CH  3   NT  A'          47/96
BA   14   CR         0   TR  4   CH  4   NT  A           47/96
BA   14   CR       1/2   TR  1   CH  1   NT  F-          47/96
BA   14   CR       1/2   TR  2   CH  2   NT  F           47/96
BA   14   CR       1/2   TR  3   CH  3   NT  A'          47/96
BA   14   CR       1/2   TR  4   CH  4   NT  A           47/96
BA   14   CR         1   TR  1   CH  1   NT  A-          47/96
BA   14   CR         1   TR  2   CH  2   NT  A           47/96
BA   14   CR         1   TR  3   CH  3   NT  D''         47/96
BA   14   CR         1   TR  4   CH  4   NT  D'          47/96
BA   14   CR     1+1/2   TR  1   CH  1   NT  F-          47/96
BA   14   CR     1+1/2   TR  2   CH  2   NT  G#          47/96
BA   14   CR     1+1/2   TR  3   CH  3   NT  C''         47/96
BA   14   CR     1+1/2   TR  4   CH  4   NT  C'          47/96
BA   14   CR         2   TR  1   CH  1   NT  B--         47/96
BA   14   CR         2   TR  2   CH  2   NT  F#          47/96
BA   14   CR         2   TR  3   CH  3   NT  Bb'         47/96
BA   14   CR         2   TR  4   CH  4   NT  Bb          47/96
BA   14   CR     2+1/2   TR  1   CH  1   NT  F#-         47/96
BA   14   CR     2+1/2   TR  2   CH  2   NT  F#          47/96
BA   14   CR     2+1/2   TR  3   CH  3   NT  Bb'         47/96
BA   14   CR     2+1/2   TR  4   CH  4   NT  Bb          47/96
BA   14   CR         3   TR  1   CH  1   NT  Bb-         47/96
BA   14   CR         3   TR  2   CH  2   NT  Bb          47/96
BA   14   CR         3   TR  3   CH  3   NT  Eb''        47/96
BA   14   CR         3   TR  4   CH  4   NT  Eb'         47/96
BA   14   CR     3+1/2   TR  1   CH  1   NT  F#-         47/96

BA   15   CR         0   TR  1   CH  1   NT  C#-         47/96
BA   15   CR         0   TR  2   CH  2   NT  G#          47/96
BA   15   CR         0   TR  3   CH  3   NT  C''         47/96
BA   15   CR         0   TR  4   CH  4   NT  C'          47/96
BA   15   CR       1/2   TR  1   CH  1   NT  G#-         47/96
BA   15   CR       1/2   TR  2   CH  2   NT  G#          47/96
BA   15   CR       1/2   TR  3   CH  3   NT  C''         47/96
BA   15   CR       1/2   TR  4   CH  4   NT  C'          47/96
BA   15   CR         1   TR  1   CH  1   NT  C           47/96
BA   15   CR         1   TR  2   CH  2   NT  C'          47/96
BA   15   CR         1   TR  3   CH  3   NT  F''         47/96
BA   15   CR         1   TR  4   CH  4   NT  F'          47/96
BA   15   CR     1+1/2   TR  1   CH  1   NT  G#-         47/96
BA   15   CR         2   TR  1   CH  1   NT  D-          47/96
BA   15   CR         2   TR  2   CH  2   NT  A           47/96
BA   15   CR         2   TR  3   CH  3   NT  C#''        47/96
BA   15   CR         2   TR  4   CH  4   NT  C#'         47/96
BA   15   CR     2+1/2   TR  1   CH  1   NT  A-          47/96
BA   15   CR     2+1/2   TR  2   CH  2   NT  A           47/96
BA   15   CR     2+1/2   TR  3   CH  3   NT  C#''        47/96
BA   15   CR     2+1/2   TR  4   CH  4   NT  C#'         47/96
BA   15   CR         3   TR  1   CH  1   NT  C#          47/96
BA   15   CR         3   TR  2   CH  2   NT  C#'         47/96
BA   15   CR         3   TR  3   CH  3   NT  F#''        47/96
BA   15   CR         3   TR  4   CH  4   NT  F#'         47/96
BA   15   CR     3+1/2   TR  1   CH  1   NT  A-          47/96

BA   16   CR         0   TR  1   CH  1   NT  C#-         47/96
BA   16   CR         0   TR  2   CH  2   NT  G#          47/96
BA   16   CR         0   TR  3   CH  3   NT  C''         47/96
BA   16   CR         0   TR  4   CH  4   NT  C'          47/96
BA   16   CR       1/2   TR  1   CH  1   NT  G#-         47/96
BA   16   CR       1/2   TR  2   CH  2   NT  G#          47/96
BA   16   CR       1/2   TR  3   CH  3   NT  C''         47/96
BA   16   CR       1/2   TR  4   CH  4   NT  C'          47/96
BA   16   CR         1   TR  1   CH  1   NT  C           47/96
BA   16   CR         1   TR  2   CH  2   NT  C'          47/96
BA   16   CR         1   TR  3   CH  3   NT  F''         47/96
BA   16   CR         1   TR  4   CH  4   NT  F'          47/96
BA   16   CR     1+1/2   TR  1   CH  1   NT  G#-         47/96
BA   16   CR     1+1/2   TR  2   CH  2   NT  B           47/96
BA   16   CR     1+1/2   TR  3   CH  3   NT  Eb''        47/96
BA   16   CR     1+1/2   TR  4   CH  4   NT  Eb'         47/96
BA   16   CR         2   TR  1   CH  1   NT  D-          47/96
BA   16   CR         2   TR  2   CH  2   NT  A           47/96
BA   16   CR         2   TR  3   CH  3   NT  C#''        47/96
BA   16   CR         2   TR  4   CH  4   NT  C#'         47/96
BA   16   CR     2+1/2   TR  1   CH  1   NT  A-          47/96
BA   16   CR     2+1/2   TR  2   CH  2   NT  A           47/96
BA   16   CR     2+1/2   TR  3   CH  3   NT  C#''        47/96
BA   16   CR     2+1/2   TR  4   CH  4   NT  C#'         47/96
BA   16   CR         3   TR  1   CH  1   NT  C#          47/96
BA   16   CR         3   TR  2   CH  2   NT  C#'         47/96
BA   16   CR         3   TR  3   CH  3   NT  F#''        47/96
BA   16   CR         3   TR  4   CH  4   NT  F#'         47/96
BA   16   CR     3+1/2   TR  1   CH  1   NT  A-          47/96

BA   17   CR         0   TR  1   CH  1   NT  Eb-         47/96
BA   17   CR         0   TR  2   CH  2   NT  G'          47/96
BA   17   CR         0   TR  3   CH  3   NT  D'          47/96
BA   17   CR         0   TR  4   CH  4   NT  C'          47/96
BA   17   CR         0   TR  5   CH  5   NT  G#          47/96
BA   17   CR       1/2   TR  1   CH  1   NT  Eb-         47/96
BA   17   CR       1/2   TR  2   CH  2   NT  G'          47/96
BA   17   CR       1/2   TR  3   CH  3   NT  D'          47/96
BA   17   CR       1/2   TR  4   CH  4   NT  C'          47/96
BA   17   CR         1   TR  1   CH  1   NT  Eb-         47/96
BA   17   CR         1   TR  2   CH  2   NT  G'          47/96
BA   17   CR         1   TR  3   CH  3   NT  D'          47/96
BA   17   CR         1   TR  4   CH  4   NT  C'          47/96
BA   17   CR         1   TR  5   CH  5   NT  E           47/96
BA   17   CR     1+1/2   TR  1   CH  1   NT  D-          47/96
BA   17   CR     1+1/2   TR  2   CH  2   NT  F#'         47/96
BA   17   CR     1+1/2   TR  3   CH  3   NT  C#'         47/96
BA   17   CR     1+1/2   TR  4   CH  4   NT  B           47/96
BA   17   CR         2   TR  1   CH  1   NT  Eb-         47/96
BA   17   CR         2   TR  2   CH  2   NT  G'          47/96
BA   17   CR         2   TR  3   CH  3   NT  D'          47/96
BA   17   CR         2   TR  4   CH  4   NT  C'          47/96
BA   17   CR         2   TR  5   CH  5   NT  G#          47/96
BA   17   CR     2+1/2   TR  1   CH  1   NT  Eb-         47/96
BA   17   CR     2+1/2   TR  2   CH  2   NT  G'          47/96
BA   17   CR     2+1/2   TR  3   CH  3   NT  D'          47/96
BA   17   CR     2+1/2   TR  4   CH  4   NT  C'          47/96
BA   17   CR         3   TR  1   CH  1   NT  Eb-         47/96
BA   17   CR         3   TR  2   CH  2   NT  G'          47/96
BA   17   CR         3   TR  3   CH  3   NT  D'          47/96
BA   17   CR         3   TR  4   CH  4   NT  C'          47/96
BA   17   CR         3   TR  5   CH  5   NT  E           47/96
