format=1 tracks=13 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 156
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Steel Guitar"
BA   34   CR   2+41/96   TR 11   CH 13   Channel volume 39
BA   34   CR    2+7/16   TR 11   CH 13   Channel volume 39
BA   34   CR   2+43/96   TR 11   CH 13   Channel volume 39
BA   34   CR   2+43/96   TR 11   CH 13   ST &EC &75 &49
BA   34   CR   2+11/24   TR 11   CH 13   Channel volume 39
BA   34   CR   2+15/32   TR 11   CH 13   Channel volume 39
BA   34   CR   2+15/32   TR 11   CH 13   ST &EC &03 &4A
BA   34   CR   2+23/48   TR 11   CH 13   Channel volume 39
BA   34   CR   2+47/96   TR 11   CH 13   Channel volume 39
BA   34   CR     2+1/2   TR  1   CH  1   NT  B-          47/96
BA   34   CR     2+1/2   TR  2   CH  2   NT  D           47/96
BA   34   CR     2+1/2   TR  3   CH  3   NT  G---        47/96
BA   34   CR     2+1/2   TR  4   CH  4   NT  G           71/96
BA   34   CR     2+1/2   TR  6   CH  6   NT  G---        47/96
BA   34   CR     2+1/2   TR  7   CH  7   NT  G---        47/96
BA   34   CR     2+1/2   TR  8   CH 10   NT  Eb---       47/96
BA   34   CR     2+1/2   TR  8   CH 10   NT  A---        47/96
BA   34   CR     2+1/2   TR  8   CH 10   NT  Bb--        47/96
BA   34   CR     2+1/2   TR  9   CH 11   NT  G           71/96
BA   34   CR     2+1/2   TR 11   CH 13   Channel volume 39
BA   34   CR     2+1/2   TR 11   CH 13   ST &EC &11 &4A
BA   34   CR   2+49/96   TR 11   CH 13   Channel volume 39
BA   34   CR   2+25/48   TR 11   CH 13   Channel volume 39
BA   34   CR   2+25/48   TR 11   CH 13   ST &EC &1E &4A
BA   34   CR   2+17/32   TR 11   CH 13   Channel volume 39
BA   34   CR   2+13/24   TR 11   CH 13   Channel volume 39
BA   34   CR   2+53/96   TR 11   CH 13   Channel volume 39
BA   34   CR   2+53/96   TR 11   CH 13   ST &EC &2C &4A
BA   34   CR    2+9/16   TR 11   CH 13   Channel volume 39
BA   34   CR   2+55/96   TR 11   CH 13   Channel volume 40
BA   34   CR    2+7/12   TR 11   CH 13   Channel volume 40
BA   34   CR    2+7/12   TR 11   CH 13   ST &EC &3A &4A
BA   34   CR   2+19/32   TR 11   CH 13   Channel volume 40
BA   34   CR   2+29/48   TR 11   CH 13   Channel volume 40
BA   34   CR   2+29/48   TR 11   CH 13   ST &EC &47 &4A
BA   34   CR   2+59/96   TR 11   CH 13   Channel volume 40
BA   34   CR     2+5/8   TR 11   CH 13   Channel volume 40
BA   34   CR   2+61/96   TR 11   CH 13   Channel volume 40
BA   34   CR   2+61/96   TR 11   CH 13   ST &EC &55 &4A
BA   34   CR   2+31/48   TR 11   CH 13   Channel volume 40
BA   34   CR   2+21/32   TR 11   CH 13   Channel volume 40
BA   34   CR   2+21/32   TR 11   CH 13   ST &EC &62 &4A
BA   34   CR     2+2/3   TR 11   CH 13   Channel volume 40
BA   34   CR   2+65/96   TR 11   CH 13   Channel volume 40
BA   34   CR   2+11/16   TR 11   CH 13   Channel volume 40
BA   34   CR   2+11/16   TR 11   CH 13   ST &EC &70 &4A
BA   34   CR   2+67/96   TR 11   CH 13   Channel volume 40
BA   34   CR   2+17/24   TR 11   CH 13   Channel volume 40
BA   34   CR   2+23/32   TR 11   CH 13   Channel volume 40
BA   34   CR   2+23/32   TR 11   CH 13   ST &EC &7E &4A
BA   34   CR   2+35/48   TR 11   CH 13   Channel volume 40
BA   34   CR   2+71/96   TR 11   CH 13   Channel volume 41
BA   34   CR   2+71/96   TR 11   CH 13   ST &EC &0B &4B
BA   34   CR     2+3/4   TR 11   CH 13   Channel volume 41
BA   34   CR   2+73/96   TR 11   CH 13   Channel volume 41
BA   34   CR   2+37/48   TR 11   CH 13   Channel volume 41
BA   34   CR   2+37/48   TR 11   CH 13   ST &EC &19 &4B
BA   34   CR   2+25/32   TR 11   CH 13   Channel volume 41
BA   34   CR   2+19/24   TR 11   CH 13   Channel volume 41
BA   34   CR   2+19/24   TR 11   CH 13   ST &EC &27 &4B
BA   34   CR   2+77/96   TR 11   CH 13   Channel volume 41
BA   34   CR   2+13/16   TR 11   CH 13   Channel volume 41
BA   34   CR   2+13/16   TR 11   CH 13   ST &EC &34 &4B
BA   34   CR   2+79/96   TR 11   CH 13   Channel volume 41
BA   34   CR     2+5/6   TR 11   CH 13   Channel volume 41
BA   34   CR   2+27/32   TR 11   CH 13   Channel volume 41
BA   34   CR   2+27/32   TR 11   CH 13   ST &EC &42 &4B
BA   34   CR   2+41/48   TR 11   CH 13   Channel volume 41
BA   34   CR   2+83/96   TR 11   CH 13   Channel volume 41
BA   34   CR     2+7/8   TR 11   CH 13   Channel volume 41
BA   34   CR     2+7/8   TR 11   CH 13   ST &EC &50 &4B
BA   34   CR   2+85/96   TR 11   CH 13   Channel volume 41
BA   34   CR   2+43/48   TR 11   CH 13   Channel volume 41
BA   34   CR   2+43/48   TR 11   CH 13   ST &EC &5D &4B
BA   34   CR   2+29/32   TR 11   CH 13   Channel volume 42
BA   34   CR   2+11/12   TR 11   CH 13   Channel volume 42
BA   34   CR   2+89/96   TR 11   CH 13   Channel volume 42
BA   34   CR   2+89/96   TR 11   CH 13   ST &EC &6B &4B
BA   34   CR   2+15/16   TR 11   CH 13   Channel volume 42
BA   34   CR   2+91/96   TR 11   CH 13   Channel volume 42
BA   34   CR   2+23/24   TR 11   CH 13   Channel volume 42
BA   34   CR   2+23/24   TR 11   CH 13   ST &EC &79 &4B
BA   34   CR   2+31/32   TR 11   CH 13   Channel volume 42
BA   34   CR   2+47/48   TR 11   CH 13   Channel volume 42
BA   34   CR   2+47/48   TR 11   CH 13   ST &EC &06 &4C
BA   34   CR   2+95/96   TR 11   CH 13   Channel volume 42
BA   34   CR         3   TR  1   CH  1   NT  G-          47/96
BA   34   CR         3   TR  2   CH  2   NT  B-          47/96
BA   34   CR         3   TR  3   CH  3   NT  G---        47/96
BA   34   CR         3   TR  6   CH  6   NT  G---        47/96
BA   34   CR         3   TR  7   CH  7   NT  G---        47/96
BA   34   CR         3   TR  8   CH 10   NT  Bb---       47/96
BA   34   CR         3   TR  8   CH 10   NT  G---        47/96
BA   34   CR         3   TR  8   CH 10   NT  F#--        47/96
BA   34   CR         3   TR  8   CH 10   NT  E--         47/96
BA   34   CR         3   TR 10   CH 12   NT  G           71/96
BA   34   CR         3   TR 11   CH 13   Channel volume 42
BA   34   CR         3   TR 11   CH 13   ST &EC &14 &4C
BA   34   CR    3+1/96   TR 11   CH 13   Channel volume 42
BA   34   CR    3+1/48   TR 11   CH 13   Channel volume 42
BA   34   CR    3+1/32   TR 11   CH 13   Channel volume 42
BA   34   CR    3+1/32   TR 11   CH 13   ST &EC &22 &4C
BA   34   CR    3+1/24   TR 11   CH 13   Channel volume 42
BA   34   CR    3+5/96   TR 11   CH 13   Channel volume 42
BA   34   CR    3+5/96   TR 11   CH 13   ST &EC &2F &4C
BA   34   CR    3+1/16   TR 11   CH 13   Channel volume 42
BA   34   CR    3+7/96   TR 11   CH 13   Channel volume 43
BA   34   CR    3+1/12   TR 11   CH 13   Channel volume 43
BA   34   CR    3+1/12   TR 11   CH 13   ST &EC &3D &4C
BA   34   CR    3+3/32   TR 11   CH 13   Channel volume 43
BA   34   CR    3+5/48   TR 11   CH 13   Channel volume 43
BA   34   CR   3+11/96   TR 11   CH 13   Channel volume 43
BA   34   CR   3+11/96   TR 11   CH 13   ST &EC &4B &4C
BA   34   CR     3+1/8   TR 11   CH 13   Channel volume 43
BA   34   CR   3+13/96   TR 11   CH 13   Channel volume 43
BA   34   CR   3+13/96   TR 11   CH 13   ST &EC &58 &4C
BA   34   CR    3+7/48   TR 11   CH 13   Channel volume 43
BA   34   CR    3+5/32   TR 11   CH 13   Channel volume 43
BA   34   CR     3+1/6   TR 11   CH 13   Channel volume 43
BA   34   CR     3+1/6   TR 11   CH 13   ST &EC &66 &4C
BA   34   CR   3+17/96   TR 11   CH 13   Channel volume 43
BA   34   CR    3+3/16   TR 11   CH 13   Channel volume 43
BA   34   CR    3+3/16   TR 11   CH 13   ST &EC &74 &4C
BA   34   CR   3+19/96   TR 11   CH 13   Channel volume 43
BA   34   CR    3+5/24   TR 11   CH 13   Channel volume 43
BA   34   CR    3+7/32   TR 11   CH 13   Channel volume 43
BA   34   CR    3+7/32   TR 11   CH 13   ST &EC &01 &4D
BA   34   CR   3+11/48   TR 11   CH 13   Channel volume 43
BA   34   CR   3+23/96   TR 11   CH 13   Channel volume 44
BA   34   CR   3+23/96   TR 11   CH 13   ST &EC &0F &4D
BA   34   CR     3+1/4   TR 11   CH 13   Channel volume 44
BA   34   CR   3+25/96   TR 11   CH 13   Channel volume 44
BA   34   CR   3+13/48   TR 11   CH 13   Channel volume 44
BA   34   CR   3+13/48   TR 11   CH 13   ST &EC &1D &4D
BA   34   CR    3+9/32   TR 11   CH 13   Channel volume 44
BA   34   CR    3+7/24   TR 11   CH 13   Channel volume 44
BA   34   CR   3+29/96   TR 11   CH 13   Channel volume 44
BA   34   CR   3+29/96   TR 11   CH 13   ST &EC &2A &4D
BA   34   CR    3+5/16   TR 11   CH 13   Channel volume 44
BA   34   CR   3+31/96   TR 11   CH 13   Channel volume 44
BA   34   CR   3+31/96   TR 11   CH 13   ST &EC &38 &4D
BA   34   CR     3+1/3   TR 11   CH 13   Channel volume 44
BA   34   CR   3+11/32   TR 11   CH 13   Channel volume 44
BA   34   CR   3+17/48   TR 11   CH 13   Channel volume 44
BA   34   CR   3+17/48   TR 11   CH 13   ST &EC &45 &4D
BA   34   CR   3+35/96   TR 11   CH 13   Channel volume 44
BA   34   CR     3+3/8   TR 11   CH 13   Channel volume 44
BA   34   CR     3+3/8   TR 11   CH 13   ST &EC &53 &4D
BA   34   CR   3+37/96   TR 11   CH 13   Channel volume 44
BA   34   CR   3+19/48   TR 11   CH 13   Channel volume 44
BA   34   CR   3+13/32   TR 11   CH 13   Channel volume 45
BA   34   CR   3+13/32   TR 11   CH 13   ST &EC &61 &4D
BA   34   CR    3+5/12   TR 11   CH 13   Channel volume 45
BA   34   CR   3+41/96   TR 11   CH 13   Channel volume 45
BA   34   CR    3+7/16   TR 11   CH 13   Channel volume 45
BA   34   CR    3+7/16   TR 11   CH 13   ST &EC &6E &4D
BA   34   CR   3+43/96   TR 11   CH 13   Channel volume 45
BA   34   CR   3+11/24   TR 11   CH 13   Channel volume 45
BA   34   CR   3+11/24   TR 11   CH 13   ST &EC &7C &4D
BA   34   CR   3+15/32   TR 11   CH 13   Channel volume 45
BA   34   CR   3+23/48   TR 11   CH 13   Channel volume 45
BA   34   CR   3+47/96   TR 11   CH 13   Channel volume 45
BA   34   CR   3+47/96   TR 11   CH 13   ST &EC &0A &4E
BA   34   CR     3+1/2   TR  1   CH  1   NT  D-          47/96
BA   34   CR     3+1/2   TR  2   CH  2   NT  G-          47/96
BA   34   CR     3+1/2   TR  3   CH  3   NT  G---        47/96
BA   34   CR     3+1/2   TR  4   CH  4   NT  G           95/96
BA   34   CR     3+1/2   TR  6   CH  6   NT  G---        47/96
BA   34   CR     3+1/2   TR  7   CH  7   NT  G---        47/96
BA   34   CR     3+1/2   TR  8   CH 10   NT  Bb--        47/96
BA   34   CR     3+1/2   TR  9   CH 11   NT  G           95/96
BA   34   CR     3+1/2   TR 11   CH 13   Channel volume 45
BA   34   CR   3+49/96   TR 11   CH 13   Channel volume 45
BA   34   CR   3+49/96   TR 11   CH 13   ST &EC &17 &4E
BA   34   CR   3+25/48   TR 11   CH 13   Channel volume 45
BA   34   CR   3+17/32   TR 11   CH 13   Channel volume 45
BA   34   CR   3+13/24   TR 11   CH 13   Channel volume 45
BA   34   CR   3+13/24   TR 11   CH 13   ST &EC &25 &4E
BA   34   CR   3+53/96   TR 11   CH 13   Channel volume 45
BA   34   CR    3+9/16   TR 11   CH 13   Channel volume 45
BA   34   CR    3+9/16   TR 11   CH 13   ST &EC &33 &4E
BA   34   CR   3+55/96   TR 11   CH 13   Channel volume 46
BA   34   CR    3+7/12   TR 11   CH 13   Channel volume 46
BA   34   CR   3+19/32   TR 11   CH 13   Channel volume 46
BA   34   CR   3+19/32   TR 11   CH 13   ST &EC &40 &4E
BA   34   CR   3+29/48   TR 11   CH 13   Channel volume 46
BA   34   CR   3+59/96   TR 11   CH 13   Channel volume 46
BA   34   CR     3+5/8   TR 11   CH 13   Channel volume 46
BA   34   CR     3+5/8   TR 11   CH 13   ST &EC &4E &4E
BA   34   CR   3+61/96   TR 11   CH 13   Channel volume 46
BA   34   CR   3+31/48   TR 11   CH 13   Channel volume 46
BA   34   CR   3+31/48   TR 11   CH 13   ST &EC &5C &4E
BA   34   CR   3+21/32   TR 11   CH 13   Channel volume 46
BA   34   CR     3+2/3   TR 11   CH 13   Channel volume 46
BA   34   CR   3+65/96   TR 11   CH 13   Channel volume 46
BA   34   CR   3+65/96   TR 11   CH 13   ST &EC &69 &4E
BA   34   CR   3+11/16   TR 11   CH 13   Channel volume 46
BA   34   CR   3+67/96   TR 11   CH 13   Channel volume 46
BA   34   CR   3+67/96   TR 11   CH 13   ST &EC &77 &4E
BA   34   CR   3+17/24   TR 11   CH 13   Channel volume 46
BA   34   CR   3+23/32   TR 11   CH 13   Channel volume 46
BA   34   CR   3+23/32   TR 11   CH 13   ST &EC &05 &4F
BA   34   CR   3+35/48   TR 11   CH 13   Channel volume 46
BA   34   CR   3+71/96   TR 11   CH 13   Channel volume 47
BA   34   CR     3+3/4   TR 11   CH 13   Channel volume 47
BA   34   CR     3+3/4   TR 11   CH 13   ST &EC &12 &4F
BA   34   CR   3+73/96   TR 11   CH 13   Channel volume 47
BA   34   CR   3+37/48   TR 11   CH 13   Channel volume 47
BA   34   CR   3+25/32   TR 11   CH 13   Channel volume 47
BA   34   CR   3+25/32   TR 11   CH 13   ST &EC &20 &4F
BA   34   CR   3+19/24   TR 11   CH 13   Channel volume 47
BA   34   CR   3+77/96   TR 11   CH 13   Channel volume 47
BA   34   CR   3+77/96   TR 11   CH 13   ST &EC &2E &4F
BA   34   CR   3+13/16   TR 11   CH 13   Channel volume 47
BA   34   CR   3+79/96   TR 11   CH 13   Channel volume 47
BA   34   CR     3+5/6   TR 11   CH 13   Channel volume 47
BA   34   CR     3+5/6   TR 11   CH 13   ST &EC &3B &4F
BA   34   CR   3+27/32   TR 11   CH 13   Channel volume 47
BA   34   CR   3+41/48   TR 11   CH 13   Channel volume 47
BA   34   CR   3+83/96   TR 11   CH 13   Channel volume 47
BA   34   CR   3+83/96   TR 11   CH 13   ST &EC &49 &4F
BA   34   CR     3+7/8   TR 11   CH 13   Channel volume 47
BA   34   CR   3+85/96   TR 11   CH 13   Channel volume 47
BA   34   CR   3+85/96   TR 11   CH 13   ST &EC &57 &4F
BA   34   CR   3+43/48   TR 11   CH 13   Channel volume 47
BA   34   CR   3+29/32   TR 11   CH 13   Channel volume 48
BA   34   CR   3+29/32   TR 11   CH 13   ST &EC &64 &4F
BA   34   CR   3+11/12   TR 11   CH 13   Channel volume 48
BA   34   CR   3+89/96   TR 11   CH 13   Channel volume 48
BA   34   CR   3+15/16   TR 11   CH 13   Channel volume 48
BA   34   CR   3+15/16   TR 11   CH 13   ST &EC &72 &4F
BA   34   CR   3+91/96   TR 11   CH 13   Channel volume 48
BA   34   CR   3+23/24   TR 11   CH 13   Channel volume 48
BA   34   CR   3+31/32   TR 11   CH 13   Channel volume 48
BA   34   CR   3+31/32   TR 11   CH 13   ST &EC &00 &50
BA   34   CR   3+47/48   TR 11   CH 13   Channel volume 48
BA   34   CR   3+95/96   TR 11   CH 13   Channel volume 48
BA   34   CR   3+95/96   TR 11   CH 13   ST &EC &0D &50

BA   35   CR         0   TR  1   CH  1   NT  A-          47/96
BA   35   CR         0   TR  2   CH  2   NT  D-          47/96
BA   35   CR         0   TR  3   CH  3   NT  A---      1+23/96
BA   35   CR         0   TR  6   CH  6   NT  A---      1+23/96
BA   35   CR         0   TR  7   CH  7   NT  A---      1+23/96
BA   35   CR         0   TR  8   CH 10   NT  C#-       3+95/96   von=127
BA   35   CR         0   TR  8   CH 10   NT  F#--        47/96   von=100
BA   35   CR         0   TR  8   CH 10   NT  C--         47/96
BA   35   CR         0   TR 10   CH 12   NT  G           95/96
BA   35   CR         0   TR 11   CH 13   Channel volume 48
BA   35   CR      1/96   TR 11   CH 13   Channel volume 48
BA   35   CR      1/48   TR 11   CH 13   Channel volume 48
BA   35   CR      1/48   TR 11   CH 13   ST &EC &1B &50
BA   35   CR      1/32   TR 11   CH 13   Channel volume 48
BA   35   CR      1/24   TR 11   CH 13   Channel volume 48
BA   35   CR      5/96   TR 11   CH 13   Channel volume 48
BA   35   CR      5/96   TR 11   CH 13   ST &EC &28 &50
BA   35   CR      1/16   TR 11   CH 13   Channel volume 48
BA   35   CR      7/96   TR 11   CH 13   Channel volume 48
BA   35   CR      7/96   TR 11   CH 13   ST &EC &36 &50
BA   35   CR      1/12   TR 11   CH 13   Channel volume 49
BA   35   CR      3/32   TR 11   CH 13   Channel volume 49
BA   35   CR      3/32   TR 11   CH 13   ST &EC &44 &50
BA   35   CR      5/48   TR 11   CH 13   Channel volume 49
BA   35   CR     11/96   TR 11   CH 13   Channel volume 49
BA   35   CR       1/8   TR 11   CH 13   Channel volume 49
BA   35   CR       1/8   TR 11   CH 13   ST &EC &51 &50
BA   35   CR     13/96   TR 11   CH 13   Channel volume 49
BA   35   CR      7/48   TR 11   CH 13   Channel volume 49
BA   35   CR      7/48   TR 11   CH 13   ST &EC &5F &50
BA   35   CR      5/32   TR 11   CH 13   Channel volume 49
BA   35   CR       1/6   TR 11   CH 13   Channel volume 49
BA   35   CR     17/96   TR 11   CH 13   Channel volume 49
BA   35   CR     17/96   TR 11   CH 13   ST &EC &6D &50
BA   35   CR      3/16   TR 11   CH 13   Channel volume 49
BA   35   CR     19/96   TR 11   CH 13   Channel volume 49
BA   35   CR      5/24   TR 11   CH 13   Channel volume 49
BA   35   CR      5/24   TR 11   CH 13   ST &EC &7A &50
BA   35   CR      7/32   TR 11   CH 13   Channel volume 49
BA   35   CR     11/48   TR 11   CH 13   Channel volume 49
BA   35   CR     11/48   TR 11   CH 13   ST &EC &08 &51
BA   35   CR     23/96   TR 11   CH 13   Channel volume 49
BA   35   CR       1/4   TR 11   CH 13   Channel volume 50
BA   35   CR     25/96   TR 11   CH 13   Channel volume 50
BA   35   CR     25/96   TR 11   CH 13   ST &EC &16 &51
BA   35   CR     13/48   TR 11   CH 13   Channel volume 50
BA   35   CR      9/32   TR 11   CH 13   Channel volume 50
BA   35   CR      9/32   TR 11   CH 13   ST &EC &23 &51
BA   35   CR      7/24   TR 11   CH 13   Channel volume 50
BA   35   CR     29/96   TR 11   CH 13   Channel volume 50
BA   35   CR      5/16   TR 11   CH 13   Channel volume 50
BA   35   CR      5/16   TR 11   CH 13   ST &EC &31 &51
BA   35   CR     31/96   TR 11   CH 13   Channel volume 50
BA   35   CR       1/3   TR 11   CH 13   Channel volume 50
BA   35   CR       1/3   TR 11   CH 13   ST &EC &3F &51
BA   35   CR     11/32   TR 11   CH 13   Channel volume 50
BA   35   CR     17/48   TR 11   CH 13   Channel volume 50
BA   35   CR     35/96   TR 11   CH 13   Channel volume 50
BA   35   CR     35/96   TR 11   CH 13   ST &EC &4C &51
BA   35   CR       3/8   TR 11   CH 13   Channel volume 50
BA   35   CR     37/96   TR 11   CH 13   Channel volume 50
BA   35   CR     19/48   TR 11   CH 13   Channel volume 50
BA   35   CR     19/48   TR 11   CH 13   ST &EC &5A &51
BA   35   CR     13/32   TR 11   CH 13   Channel volume 50
BA   35   CR      5/12   TR 11   CH 13   Channel volume 51
BA   35   CR      5/12   TR 11   CH 13   ST &EC &68 &51
BA   35   CR     41/96   TR 11   CH 13   Channel volume 51
BA   35   CR      7/16   TR 11   CH 13   Channel volume 51
BA   35   CR     43/96   TR 11   CH 13   Channel volume 51
BA   35   CR     43/96   TR 11   CH 13   ST &EC &75 &51
BA   35   CR     11/24   TR 11   CH 13   Channel volume 51
BA   35   CR     15/32   TR 11   CH 13   Channel volume 51
BA   35   CR     15/32   TR 11   CH 13   ST &EC &03 &52
BA   35   CR     23/48   TR 11   CH 13   Channel volume 51
BA   35   CR     47/96   TR 11   CH 13   Channel volume 51
BA   35   CR       1/2   TR  1   CH  1   NT  E           47/96
BA   35   CR       1/2   TR  2   CH  2   NT  A-          47/96
BA   35   CR       1/2   TR  4   CH  4   NT  B           47/96
BA   35   CR       1/2   TR  8   CH 10   NT  Eb---       23/96
BA   35   CR       1/2   TR  8   CH 10   NT  G#--        23/96
BA   35   CR       1/2   TR  9   CH 11   NT  B           47/96
BA   35   CR       1/2   TR 11   CH 13   Channel volume 51
BA   35   CR       1/2   TR 11   CH 13   ST &EC &11 &52
BA   35   CR     49/96   TR 11   CH 13   Channel volume 51
BA   35   CR     25/48   TR 11   CH 13   Channel volume 51
BA   35   CR     25/48   TR 11   CH 13   ST &EC &1E &52
BA   35   CR     17/32   TR 11   CH 13   Channel volume 51
BA   35   CR     13/24   TR 11   CH 13   Channel volume 51
BA   35   CR     53/96   TR 11   CH 13   Channel volume 51
BA   35   CR     53/96   TR 11   CH 13   ST &EC &2C &52
BA   35   CR      9/16   TR 11   CH 13   Channel volume 51
BA   35   CR     55/96   TR 11   CH 13   Channel volume 51
BA   35   CR      7/12   TR 11   CH 13   Channel volume 52
BA   35   CR      7/12   TR 11   CH 13   ST &EC &3A &52
BA   35   CR     19/32   TR 11   CH 13   Channel volume 52
BA   35   CR     29/48   TR 11   CH 13   Channel volume 52
BA   35   CR     29/48   TR 11   CH 13   ST &EC &47 &52
BA   35   CR     59/96   TR 11   CH 13   Channel volume 52
BA   35   CR       5/8   TR 11   CH 13   Channel volume 52
BA   35   CR     61/96   TR 11   CH 13   Channel volume 52
BA   35   CR     61/96   TR 11   CH 13   ST &EC &55 &52
BA   35   CR     31/48   TR 11   CH 13   Channel volume 52
BA   35   CR     21/32   TR 11   CH 13   Channel volume 52
BA   35   CR     21/32   TR 11   CH 13   ST &EC &62 &52
BA   35   CR       2/3   TR 11   CH 13   Channel volume 52
BA   35   CR     65/96   TR 11   CH 13   Channel volume 52
BA   35   CR     11/16   TR 11   CH 13   Channel volume 52
BA   35   CR     11/16   TR 11   CH 13   ST &EC &70 &52
BA   35   CR     67/96   TR 11   CH 13   Channel volume 52
BA   35   CR     17/24   TR 11   CH 13   Channel volume 52
BA   35   CR     23/32   TR 11   CH 13   Channel volume 52
BA   35   CR     23/32   TR 11   CH 13   ST &EC &7E &52
BA   35   CR     35/48   TR 11   CH 13   Channel volume 52
BA   35   CR     71/96   TR 11   CH 13   Channel volume 52
BA   35   CR     71/96   TR 11   CH 13   ST &EC &0B &53
BA   35   CR       3/4   TR  8   CH 10   NT  Eb---       23/96
BA   35   CR       3/4   TR  8   CH 10   NT  G#--        23/96
BA   35   CR       3/4   TR 11   CH 13   Channel volume 53
BA   35   CR     73/96   TR 11   CH 13   Channel volume 53
BA   35   CR     37/48   TR 11   CH 13   Channel volume 53
BA   35   CR     37/48   TR 11   CH 13   ST &EC &19 &53
BA   35   CR     25/32   TR 11   CH 13   Channel volume 53
BA   35   CR     19/24   TR 11   CH 13   Channel volume 53
BA   35   CR     19/24   TR 11   CH 13   ST &EC &27 &53
BA   35   CR     77/96   TR 11   CH 13   Channel volume 53
BA   35   CR     13/16   TR 11   CH 13   Channel volume 53
BA   35   CR     13/16   TR 11   CH 13   ST &EC &34 &53
BA   35   CR     79/96   TR 11   CH 13   Channel volume 53
BA   35   CR       5/6   TR 11   CH 13   Channel volume 53
BA   35   CR     27/32   TR 11   CH 13   Channel volume 53
BA   35   CR     27/32   TR 11   CH 13   ST &EC &42 &53
BA   35   CR     41/48   TR 11   CH 13   Channel volume 53
BA   35   CR     83/96   TR 11   CH 13   Channel volume 53
BA   35   CR       7/8   TR 11   CH 13   Channel volume 53
BA   35   CR       7/8   TR 11   CH 13   ST &EC &50 &53
BA   35   CR     85/96   TR 11   CH 13   Channel volume 53
BA   35   CR     43/48   TR 11   CH 13   Channel volume 53
BA   35   CR     43/48   TR 11   CH 13   ST &EC &5D &53
BA   35   CR     29/32   TR 11   CH 13   Channel volume 53
BA   35   CR     11/12   TR 11   CH 13   Channel volume 54
BA   35   CR     89/96   TR 11   CH 13   Channel volume 54
BA   35   CR     89/96   TR 11   CH 13   ST &EC &6B &53
BA   35   CR     15/16   TR 11   CH 13   Channel volume 54
BA   35   CR     91/96   TR 11   CH 13   Channel volume 54
BA   35   CR     23/24   TR 11   CH 13   Channel volume 54
BA   35   CR     23/24   TR 11   CH 13   ST &EC &79 &53
BA   35   CR     31/32   TR 11   CH 13   Channel volume 54
BA   35   CR     47/48   TR 11   CH 13   Channel volume 54
BA   35   CR     47/48   TR 11   CH 13   ST &EC &06 &54
BA   35   CR     95/96   TR 11   CH 13   Channel volume 54
BA   35   CR         1   TR  1   CH  1   NT  A-          47/96
BA   35   CR         1   TR  2   CH  2   NT  E           47/96
BA   35   CR         1   TR  4   CH  4   NT  A         4+95/96
BA   35   CR         1   TR  8   CH 10   NT  G---        47/96
BA   35   CR         1   TR  8   CH 10   NT  Eb---       23/96
BA   35   CR         1   TR  8   CH 10   NT  F#--        47/96
BA   35   CR         1   TR  8   CH 10   NT  E--         47/96
BA   35   CR         1   TR  9   CH 11   NT  A         4+95/96
BA   35   CR         1   TR 10   CH 12   NT  B           47/96
BA   35   CR         1   TR 11   CH 13   Channel volume 54
BA   35   CR         1   TR 11   CH 13   ST &EC &14 &54
BA   35   CR    1+1/96   TR 11   CH 13   Channel volume 54
BA   35   CR    1+1/48   TR 11   CH 13   Channel volume 54
BA   35   CR    1+1/32   TR 11   CH 13   Channel volume 54
BA   35   CR    1+1/32   TR 11   CH 13   ST &EC &22 &54
BA   35   CR    1+1/24   TR 11   CH 13   Channel volume 54
BA   35   CR    1+5/96   TR 11   CH 13   Channel volume 54
BA   35   CR    1+5/96   TR 11   CH 13   ST &EC &2F &54
BA   35   CR    1+1/16   TR 11   CH 13   Channel volume 54
BA   35   CR    1+7/96   TR 11   CH 13   Channel volume 54
BA   35   CR    1+1/12   TR 11   CH 13   Channel volume 55
BA   35   CR    1+1/12   TR 11   CH 13   ST &EC &3D &54
BA   35   CR    1+3/32   TR 11   CH 13   Channel volume 55
BA   35   CR    1+5/48   TR 11   CH 13   Channel volume 55
BA   35   CR   1+11/96   TR 11   CH 13   Channel volume 55
BA   35   CR   1+11/96   TR 11   CH 13   ST &EC &4B &54
BA   35   CR     1+1/8   TR 11   CH 13   Channel volume 55
BA   35   CR   1+13/96   TR 11   CH 13   Channel volume 55
BA   35   CR   1+13/96   TR 11   CH 13   ST &EC &58 &54
BA   35   CR    1+7/48   TR 11   CH 13   Channel volume 55
BA   35   CR    1+5/32   TR 11   CH 13   Channel volume 55
BA   35   CR     1+1/6   TR 11   CH 13   Channel volume 55
BA   35   CR     1+1/6   TR 11   CH 13   ST &EC &66 &54
BA   35   CR   1+17/96   TR 11   CH 13   Channel volume 55
BA   35   CR    1+3/16   TR 11   CH 13   Channel volume 55
BA   35   CR    1+3/16   TR 11   CH 13   ST &EC &74 &54
BA   35   CR   1+19/96   TR 11   CH 13   Channel volume 55
BA   35   CR    1+5/24   TR 11   CH 13   Channel volume 55
BA   35   CR    1+7/32   TR 11   CH 13   Channel volume 55
BA   35   CR    1+7/32   TR 11   CH 13   ST &EC &01 &55
BA   35   CR   1+11/48   TR 11   CH 13   Channel volume 55
BA   35   CR   1+23/96   TR 11   CH 13   Channel volume 55
BA   35   CR   1+23/96   TR 11   CH 13   ST &EC &0F &55
